JS_ID,Com_ID,WE_Role,Proficiency,Domain
11387,92703,Investment Banker,Graphic Design,Design
66460,42492,Financial Controller,Web Development,Computer Science
66460,42492,Financial Controller,Programming,Computer Science
66460,73568,Financial Auditor,Creative Writing,Literature
66460,73568,Financial Auditor,Digital Marketing,Business
66460,73568,Financial Auditor,Data Analysis,Statistics
66460,73568,Financial Auditor,Public Speaking,Communication
66460,73568,Financial Auditor,Project Management,Business
35555,40311,Financial Planner,Creative Writing,Literature
35555,40311,Financial Planner,Marketing,Business
35555,40311,Financial Planner,Data Analysis,Statistics
35555,40311,Financial Planner,Programming,Computer Science
35555,17641,Software Engineer,Public Speaking,Communication
35555,51497,Sales Associate,Digital Marketing,Business
35555,21577,Interior Decorator,Creative Writing,Literature
35555,21577,Interior Decorator,Graphic Design,Design
35555,21577,Interior Decorator,Data Analysis,Statistics
35555,21577,Interior Decorator,Public Speaking,Communication
35555,21466,Product Owner,Creative Writing,Literature
35555,21466,Product Owner,Web Development,Computer Science
35555,21466,Product Owner,Digital Marketing,Business
35555,21466,Product Owner,Problem Solving,Mathematics
35555,21466,Product Owner,Data Analysis,Statistics
97419,55952,Medical Billing Specialist,Marketing,Business
97419,55952,Medical Billing Specialist,Data Analysis,Statistics
17790,20821,Biomedical Engineer,Graphic Design,Design
17790,72421,IT Technician,Graphic Design,Design
17790,90931,Speech-Language Pathologist,Creative Writing,Literature
17790,90931,Speech-Language Pathologist,Data Analysis,Statistics
17790,90931,Speech-Language Pathologist,Digital Marketing,Business
17790,53473,Web Developer,Digital Marketing,Business
17790,53473,Web Developer,Data Analysis,Statistics
17790,53473,Web Developer,Project Management,Business
23876,3724,Sales Associate,Problem Solving,Mathematics
23876,3724,Sales Associate,Public Speaking,Communication
23876,74627,Insurance Underwriter,Marketing,Business
23876,74627,Insurance Underwriter,Problem Solving,Mathematics
23876,38802,Marketing Assistant,Creative Writing,Literature
23876,38802,Marketing Assistant,Problem Solving,Mathematics
23876,38802,Marketing Assistant,Public Speaking,Communication
23876,38802,Marketing Assistant,Programming,Computer Science
64733,42492,Content Manager,Problem Solving,Mathematics
64733,42492,Content Manager,Graphic Design,Design
64733,71576,Legal Assistant,Creative Writing,Literature
64733,71576,Legal Assistant,Public Speaking,Communication
64733,71576,Legal Assistant,Programming,Computer Science
64733,68372,Cybersecurity Engineer,Creative Writing,Literature
64733,68372,Cybersecurity Engineer,Web Development,Computer Science
64733,51497,Teacher,Problem Solving,Mathematics
64733,51497,Teacher,Project Management,Business
64733,51497,Teacher,Programming,Computer Science
92339,33956,Dental Hygienist,Creative Writing,Literature
92339,33956,Dental Hygienist,Web Development,Computer Science
92339,33956,Dental Hygienist,Digital Marketing,Business
92339,33956,Dental Hygienist,Data Analysis,Statistics
92339,33956,Dental Hygienist,Public Speaking,Communication
92339,73536,Event Planner,Digital Marketing,Business
92339,73536,Event Planner,Project Management,Business
92339,92029,Marketing Assistant,Marketing,Business
92339,92029,Marketing Assistant,Public Speaking,Communication
92339,92029,Marketing Assistant,Data Analysis,Statistics
92339,92029,Marketing Assistant,Programming,Computer Science
92339,35871,HR Manager,Problem Solving,Mathematics
92339,35871,HR Manager,Graphic Design,Design
92339,35871,HR Manager,Project Management,Business
62099,24444,Content Writer,Web Development,Computer Science
62099,24444,Content Writer,Digital Marketing,Business
62099,24444,Content Writer,Project Management,Business
62099,57047,Brand Strategist,Problem Solving,Mathematics
62099,57047,Brand Strategist,Programming,Computer Science
62099,49332,Legal Assistant,Programming,Computer Science
62099,73536,Occupational Health and Safety Specialist,Data Analysis,Statistics
62099,73536,Occupational Health and Safety Specialist,Digital Marketing,Business
62099,68386,Marketing Manager,Creative Writing,Literature
62099,68386,Marketing Manager,Digital Marketing,Business
62099,68386,Marketing Manager,Web Development,Computer Science
52534,40311,Software Developer,Creative Writing,Literature
52534,40311,Software Developer,Data Analysis,Statistics
52534,40311,Software Developer,Digital Marketing,Business
52534,40311,Software Developer,Programming,Computer Science
52534,74121,Insurance Underwriter,Creative Writing,Literature
52534,74121,Insurance Underwriter,Project Management,Business
52534,74121,Insurance Underwriter,Digital Marketing,Business
52534,30273,HR Coordinator,Creative Writing,Literature
52534,30273,HR Coordinator,Web Development,Computer Science
52534,64293,Research Scientist,Creative Writing,Literature
52534,64293,Research Scientist,Programming,Computer Science
91142,41113,Logistics Coordinator,Creative Writing,Literature
91142,41113,Logistics Coordinator,Graphic Design,Design
91142,41113,Logistics Coordinator,Digital Marketing,Business
91142,41113,Logistics Coordinator,Programming,Computer Science
91142,91834,Compliance Officer,Marketing,Business
91142,53452,User Experience Researcher,Web Development,Computer Science
91142,53452,User Experience Researcher,Marketing,Business
91142,53452,User Experience Researcher,Programming,Computer Science
91142,53452,User Experience Researcher,Graphic Design,Design
72672,96580,Legal Researcher,Project Management,Business
72672,96580,Legal Researcher,Data Analysis,Statistics
72672,96580,Legal Researcher,Programming,Computer Science
62344,78189,Dental Assistant,Web Development,Computer Science
62344,90935,Operations Manager,Web Development,Computer Science
62344,90935,Operations Manager,Graphic Design,Design
62344,90935,Operations Manager,Data Analysis,Statistics
62344,34197,Lawyer,Creative Writing,Literature
62344,34197,Lawyer,Digital Marketing,Business
62344,57319,Product Manager,Graphic Design,Design
62344,53473,Financial Analyst,Creative Writing,Literature
62344,53473,Financial Analyst,Marketing,Business
62344,53473,Financial Analyst,Public Speaking,Communication
62344,53473,Financial Analyst,Digital Marketing,Business
66690,2325,Digital Marketing Coordinator,Problem Solving,Mathematics
66690,64293,Social Media Manager,Project Management,Business
78000,88826,Sales Manager,Graphic Design,Design
78000,68372,Speech-Language Pathologist,Web Development,Computer Science
78000,68372,Speech-Language Pathologist,Creative Writing,Literature
78000,68372,Speech-Language Pathologist,Graphic Design,Design
78000,68372,Speech-Language Pathologist,Public Speaking,Communication
78000,68372,Speech-Language Pathologist,Project Management,Business
78000,36878,Teacher,Web Development,Computer Science
78000,36878,Teacher,Problem Solving,Mathematics
78000,36878,Teacher,Public Speaking,Communication
78000,36878,Teacher,Programming,Computer Science
78000,42699,Software Developer,Problem Solving,Mathematics
78000,42699,Software Developer,Programming,Computer Science
73305,38802,Technical Writer,Graphic Design,Design
73305,38802,Technical Writer,Digital Marketing,Business
73305,19787,Teacher,Graphic Design,Design
73305,19787,Teacher,Web Development,Computer Science
73305,19787,Teacher,Programming,Computer Science
73305,11922,Quality Control Inspector,Web Development,Computer Science
73305,11922,Quality Control Inspector,Problem Solving,Mathematics
73305,11922,Quality Control Inspector,Data Analysis,Statistics
73305,11922,Quality Control Inspector,Programming,Computer Science
73305,11922,Quality Control Inspector,Project Management,Business
43734,40287,Quality Assurance Engineer,Creative Writing,Literature
43734,40287,Quality Assurance Engineer,Project Management,Business
98014,99149,Event Planner,Creative Writing,Literature
98014,99149,Event Planner,Public Speaking,Communication
98014,55811,Pharmacist,Web Development,Computer Science
98014,55811,Pharmacist,Digital Marketing,Business
98014,55811,Pharmacist,Public Speaking,Communication
98014,55811,Pharmacist,Creative Writing,Literature
98014,40287,Financial Analyst,Web Development,Computer Science
98014,40287,Financial Analyst,Public Speaking,Communication
98014,40287,Financial Analyst,Data Analysis,Statistics
98014,40287,Financial Analyst,Digital Marketing,Business
60700,85039,Dental Assistant,Creative Writing,Literature
60700,85039,Dental Assistant,Web Development,Computer Science
60700,85039,Dental Assistant,Public Speaking,Communication
60700,36732,Biomedical Engineer,Web Development,Computer Science
60700,36732,Biomedical Engineer,Graphic Design,Design
60700,36732,Biomedical Engineer,Digital Marketing,Business
60700,44043,Architect,Digital Marketing,Business
85810,3117,Network Administrator,Digital Marketing,Business
85810,28350,Healthcare Administrator,Problem Solving,Mathematics
85810,28350,Healthcare Administrator,Web Development,Computer Science
85810,55952,Business Development Manager,Public Speaking,Communication
85810,55952,Business Development Manager,Digital Marketing,Business
85810,55952,Business Development Manager,Programming,Computer Science
85810,4960,Interior Designer,Web Development,Computer Science
85810,4960,Interior Designer,Creative Writing,Literature
85810,4960,Interior Designer,Project Management,Business
91625,50242,Medical Assistant,Problem Solving,Mathematics
91625,50242,Medical Assistant,Creative Writing,Literature
91625,50242,Medical Assistant,Digital Marketing,Business
91625,50242,Medical Assistant,Graphic Design,Design
91625,11273,IT Auditor,Project Management,Business
91625,51497,Operations Coordinator,Marketing,Business
91625,51497,Operations Coordinator,Creative Writing,Literature
91625,51497,Operations Coordinator,Digital Marketing,Business
97175,21541,Administrative Assistant,Programming,Computer Science
97175,6544,Regulatory Affairs Specialist,Graphic Design,Design
97175,6544,Regulatory Affairs Specialist,Public Speaking,Communication
97175,23704,Recruiting Coordinator,Problem Solving,Mathematics
97175,23704,Recruiting Coordinator,Graphic Design,Design
1582,6544,Social Worker,Problem Solving,Mathematics
1582,6544,Social Worker,Marketing,Business
1582,6544,Social Worker,Public Speaking,Communication
1582,6544,Social Worker,Project Management,Business
4220,7581,HR Generalist,Digital Marketing,Business
4220,7581,HR Generalist,Project Management,Business
4220,7581,HR Generalist,Programming,Computer Science
4220,57047,Legal Researcher,Project Management,Business
4220,86480,Product Marketing Manager,Problem Solving,Mathematics
4220,86480,Product Marketing Manager,Marketing,Business
4220,86480,Product Marketing Manager,Public Speaking,Communication
4220,13083,Digital Marketing Specialist,Digital Marketing,Business
4220,13083,Digital Marketing Specialist,Public Speaking,Communication
4220,28350,Sales Support Specialist,Creative Writing,Literature
4220,28350,Sales Support Specialist,Data Analysis,Statistics
4220,28350,Sales Support Specialist,Project Management,Business
60505,7895,Project Coordinator,Public Speaking,Communication
60505,30442,Technical Support Specialist,Marketing,Business
60505,30442,Technical Support Specialist,Programming,Computer Science
60505,30442,Technical Support Specialist,Graphic Design,Design
60505,21541,Environmental Engineer,Creative Writing,Literature
60505,21541,Environmental Engineer,Graphic Design,Design
60505,21541,Environmental Engineer,Project Management,Business
60505,21541,Environmental Engineer,Data Analysis,Statistics
60505,21541,Environmental Engineer,Programming,Computer Science
60505,62748,Electrician,Marketing,Business
60505,62748,Electrician,Web Development,Computer Science
60505,62748,Electrician,Project Management,Business
60505,62748,Electrician,Digital Marketing,Business
1356,12839,Legal Secretary,Graphic Design,Design
1356,12839,Legal Secretary,Project Management,Business
1356,12839,Legal Secretary,Programming,Computer Science
1356,21577,Technical Writer,Marketing,Business
1356,21577,Technical Writer,Creative Writing,Literature
1356,61419,Research Scientist,Problem Solving,Mathematics
1356,61419,Research Scientist,Creative Writing,Literature
1356,48947,Business Systems Analyst,Public Speaking,Communication
1356,48947,Business Systems Analyst,Programming,Computer Science
1356,73076,Interior Designer,Graphic Design,Design
1356,73076,Interior Designer,Digital Marketing,Business
6913,85039,Financial Clerk,Creative Writing,Literature
6913,85039,Financial Clerk,Digital Marketing,Business
6913,85039,Financial Clerk,Programming,Computer Science
6913,27611,Content Writer,Creative Writing,Literature
6913,27611,Content Writer,Graphic Design,Design
7569,39178,Supply Chain Analyst,Web Development,Computer Science
361,61310,Environmental Engineer,Creative Writing,Literature
361,61310,Environmental Engineer,Public Speaking,Communication
361,61310,Environmental Engineer,Data Analysis,Statistics
50505,26800,Operations Manager,Problem Solving,Mathematics
50505,26800,Operations Manager,Web Development,Computer Science
50505,83817,User Interface Designer,Marketing,Business
50505,83817,User Interface Designer,Programming,Computer Science
50505,83817,User Interface Designer,Graphic Design,Design
50505,91834,Recruiting Coordinator,Public Speaking,Communication
54319,86459,Event Planner,Creative Writing,Literature
54319,86459,Event Planner,Digital Marketing,Business
54319,86459,Event Planner,Data Analysis,Statistics
54319,86459,Event Planner,Public Speaking,Communication
54319,86459,Event Planner,Project Management,Business
54319,96088,Healthcare Administrator,Marketing,Business
54319,96088,Healthcare Administrator,Web Development,Computer Science
54319,96088,Healthcare Administrator,Graphic Design,Design
54319,96088,Healthcare Administrator,Digital Marketing,Business
54319,96088,Healthcare Administrator,Programming,Computer Science
54319,78341,Network Analyst,Public Speaking,Communication
54319,78341,Network Analyst,Digital Marketing,Business
54319,78341,Network Analyst,Project Management,Business
54319,78341,Network Analyst,Programming,Computer Science
54319,11273,Investment Banker,Web Development,Computer Science
54319,11273,Investment Banker,Creative Writing,Literature
54319,11273,Investment Banker,Digital Marketing,Business
54319,11273,Investment Banker,Problem Solving,Mathematics
54319,11273,Investment Banker,Public Speaking,Communication
50883,28350,Occupational Health and Safety Specialist,Problem Solving,Mathematics
50883,28350,Occupational Health and Safety Specialist,Digital Marketing,Business
28083,75068,Event Manager,Creative Writing,Literature
28083,42492,IT Security Analyst,Creative Writing,Literature
28083,42492,IT Security Analyst,Marketing,Business
28083,61151,Graphic Designer,Public Speaking,Communication
28083,61151,Graphic Designer,Programming,Computer Science
28083,61151,Graphic Designer,Data Analysis,Statistics
28083,61151,Graphic Designer,Graphic Design,Design
28083,34554,Medical Assistant,Marketing,Business
28083,34554,Medical Assistant,Public Speaking,Communication
28083,61151,Occupational Therapist Assistant,Public Speaking,Communication
28083,61151,Occupational Therapist Assistant,Digital Marketing,Business
23891,66809,Product Marketing Manager,Problem Solving,Mathematics
23891,66809,Product Marketing Manager,Public Speaking,Communication
23891,66809,Product Marketing Manager,Digital Marketing,Business
23891,66809,Product Marketing Manager,Marketing,Business
23891,37092,Dental Hygienist,Marketing,Business
23891,37092,Dental Hygienist,Creative Writing,Literature
23891,37092,Dental Hygienist,Graphic Design,Design
23891,37092,Dental Hygienist,Data Analysis,Statistics
23891,37092,Dental Hygienist,Project Management,Business
23891,34197,Nurse Practitioner,Creative Writing,Literature
23891,34197,Nurse Practitioner,Problem Solving,Mathematics
23891,34197,Nurse Practitioner,Digital Marketing,Business
23891,38802,Regulatory Affairs Specialist,Problem Solving,Mathematics
23891,38802,Regulatory Affairs Specialist,Data Analysis,Statistics
23891,38802,Regulatory Affairs Specialist,Project Management,Business
23891,26542,Business Development Executive,Marketing,Business
23891,26542,Business Development Executive,Problem Solving,Mathematics
23891,26542,Business Development Executive,Web Development,Computer Science
97112,5807,Interior Decorator,Project Management,Business
97112,6544,Accountant,Creative Writing,Literature
97112,6544,Accountant,Public Speaking,Communication
97112,6544,Accountant,Web Development,Computer Science
97112,6544,Accountant,Digital Marketing,Business
64297,57047,Medical Technologist,Creative Writing,Literature
64297,57047,Medical Technologist,Project Management,Business
64297,38390,Account Manager,Problem Solving,Mathematics
64297,38390,Account Manager,Data Analysis,Statistics
64297,38390,Account Manager,Digital Marketing,Business
64297,38390,Account Manager,Public Speaking,Communication
64297,13083,Talent Manager,Creative Writing,Literature
64297,13083,Talent Manager,Web Development,Computer Science
64297,13083,Talent Manager,Public Speaking,Communication
64297,13083,Talent Manager,Problem Solving,Mathematics
89894,49332,Business Development Coordinator,Marketing,Business
89894,49332,Business Development Coordinator,Programming,Computer Science
89894,27611,Financial Risk Analyst,Web Development,Computer Science
89894,27611,Financial Risk Analyst,Digital Marketing,Business
89894,67443,Software Engineer,Problem Solving,Mathematics
89894,67443,Software Engineer,Programming,Computer Science
89894,67443,Software Engineer,Web Development,Computer Science
89894,67443,Software Engineer,Graphic Design,Design
58117,78607,Supply Chain Analyst,Digital Marketing,Business
58117,78607,Supply Chain Analyst,Public Speaking,Communication
58117,78607,Supply Chain Analyst,Programming,Computer Science
58117,64293,Talent Acquisition Specialist,Creative Writing,Literature
58117,64293,Talent Acquisition Specialist,Marketing,Business
58117,64293,Talent Acquisition Specialist,Public Speaking,Communication
58117,64293,Talent Acquisition Specialist,Graphic Design,Design
58117,11922,SEO Specialist,Web Development,Computer Science
58117,11922,SEO Specialist,Public Speaking,Communication
58117,11922,SEO Specialist,Data Analysis,Statistics
58117,11922,SEO Specialist,Programming,Computer Science
58117,11922,SEO Specialist,Project Management,Business
58117,85932,Business Development Executive,Creative Writing,Literature
58117,85932,Business Development Executive,Data Analysis,Statistics
18589,58073,Market Analyst,Graphic Design,Design
18589,58073,Market Analyst,Data Analysis,Statistics
69069,19056,Social Media Specialist,Marketing,Business
69069,19056,Social Media Specialist,Project Management,Business
69069,19056,Social Media Specialist,Graphic Design,Design
69069,96236,Sales Representative,Marketing,Business
69069,96236,Sales Representative,Web Development,Computer Science
69069,96236,Sales Representative,Creative Writing,Literature
69069,96236,Sales Representative,Problem Solving,Mathematics
69069,96236,Sales Representative,Public Speaking,Communication
69069,698,Research Scientist,Web Development,Computer Science
69069,698,Research Scientist,Problem Solving,Mathematics
69069,698,Research Scientist,Data Analysis,Statistics
69069,698,Research Scientist,Graphic Design,Design
27,73536,Business Development Manager,Marketing,Business
27,73536,Business Development Manager,Problem Solving,Mathematics
27,92591,Sales Manager,Problem Solving,Mathematics
27,92591,Sales Manager,Web Development,Computer Science
27,92591,Sales Manager,Creative Writing,Literature
27,17641,Business Analyst,Marketing,Business
27,17641,Business Analyst,Public Speaking,Communication
27,17641,Business Analyst,Digital Marketing,Business
27,17641,Business Analyst,Programming,Computer Science
50294,10576,Electrical Engineer,Marketing,Business
50294,10576,Electrical Engineer,Creative Writing,Literature
50294,10576,Electrical Engineer,Programming,Computer Science
50294,54580,Healthcare Administrator,Graphic Design,Design
50294,54580,Healthcare Administrator,Data Analysis,Statistics
50294,68386,Graphic Designer,Problem Solving,Mathematics
50294,68386,Graphic Designer,Creative Writing,Literature
50294,68386,Graphic Designer,Programming,Computer Science
50294,68386,Graphic Designer,Marketing,Business
88043,37092,Interior Designer,Creative Writing,Literature
88043,37092,Interior Designer,Web Development,Computer Science
88043,37092,Interior Designer,Public Speaking,Communication
88043,86112,IT Analyst,Creative Writing,Literature
88043,86112,IT Analyst,Web Development,Computer Science
88043,71576,Business Development Manager,Data Analysis,Statistics
88043,83429,HR Generalist,Creative Writing,Literature
88043,83429,HR Generalist,Problem Solving,Mathematics
88043,83429,HR Generalist,Marketing,Business
76175,3117,Supply Chain Coordinator,Marketing,Business
76175,3117,Supply Chain Coordinator,Creative Writing,Literature
76175,3117,Supply Chain Coordinator,Data Analysis,Statistics
76175,3117,Supply Chain Coordinator,Programming,Computer Science
76175,61419,Medical Records Clerk,Digital Marketing,Business
28398,78012,IT Analyst,Digital Marketing,Business
28398,78012,IT Analyst,Project Management,Business
28398,96422,Sales Manager,Marketing,Business
28398,96422,Sales Manager,Web Development,Computer Science
28398,96422,Sales Manager,Project Management,Business
28398,16959,Lawyer,Graphic Design,Design
28398,16959,Lawyer,Programming,Computer Science
28398,19787,Interior Designer,Programming,Computer Science
10009,57319,Marketing Analyst,Web Development,Computer Science
10009,57319,Marketing Analyst,Graphic Design,Design
10009,51497,Systems Administrator,Creative Writing,Literature
10009,51497,Systems Administrator,Web Development,Computer Science
10009,17649,Network Security Engineer,Creative Writing,Literature
10009,17649,Network Security Engineer,Programming,Computer Science
10009,17649,Network Security Engineer,Graphic Design,Design
20757,71313,Occupational Therapist Assistant,Creative Writing,Literature
20757,71313,Occupational Therapist Assistant,Data Analysis,Statistics
20757,71313,Occupational Therapist Assistant,Programming,Computer Science
20757,29425,HR Generalist,Graphic Design,Design
20757,29425,HR Generalist,Web Development,Computer Science
20757,70357,IT Consultant,Marketing,Business
20757,70357,IT Consultant,Public Speaking,Communication
20757,70357,IT Consultant,Web Development,Computer Science
20757,70357,IT Consultant,Project Management,Business
20757,27384,Software Developer,Digital Marketing,Business
78797,18927,Physician Assistant,Public Speaking,Communication
64084,66809,Medical Laboratory Technician,Marketing,Business
64084,66809,Medical Laboratory Technician,Graphic Design,Design
64084,66809,Medical Laboratory Technician,Public Speaking,Communication
64084,66809,Medical Laboratory Technician,Programming,Computer Science
64084,62748,Medical Technologist,Data Analysis,Statistics
64084,99820,Systems Engineer,Graphic Design,Design
64084,99820,Systems Engineer,Digital Marketing,Business
64084,99820,Systems Engineer,Problem Solving,Mathematics
64084,99820,Systems Engineer,Data Analysis,Statistics
64084,99820,Systems Engineer,Public Speaking,Communication
57229,33314,Data Entry Specialist,Problem Solving,Mathematics
57229,33314,Data Entry Specialist,Data Analysis,Statistics
57229,33314,Data Entry Specialist,Digital Marketing,Business
57229,33314,Data Entry Specialist,Project Management,Business
57229,17649,HR Assistant,Marketing,Business
57229,17649,HR Assistant,Creative Writing,Literature
57229,17649,HR Assistant,Graphic Design,Design
57229,17649,HR Assistant,Data Analysis,Statistics
57229,17649,HR Assistant,Project Management,Business
77497,69081,Environmental Engineer,Creative Writing,Literature
77497,69081,Environmental Engineer,Graphic Design,Design
77497,69081,Environmental Engineer,Project Management,Business
45043,10576,Event Manager,Data Analysis,Statistics
45043,88826,Speech-Language Pathologist,Problem Solving,Mathematics
45043,88826,Speech-Language Pathologist,Creative Writing,Literature
45043,88826,Speech-Language Pathologist,Data Analysis,Statistics
45043,88826,Speech-Language Pathologist,Digital Marketing,Business
45043,26800,Mechanical Engineer,Digital Marketing,Business
33096,51497,Financial Risk Analyst,Creative Writing,Literature
33096,51497,Financial Risk Analyst,Problem Solving,Mathematics
33096,51497,Financial Risk Analyst,Programming,Computer Science
33096,21466,Project Coordinator,Data Analysis,Statistics
33096,34554,Teacher,Creative Writing,Literature
33096,34554,Teacher,Marketing,Business
33096,34554,Teacher,Digital Marketing,Business
33096,34554,Teacher,Public Speaking,Communication
33096,14519,Health Educator,Creative Writing,Literature
33096,14519,Health Educator,Public Speaking,Communication
33096,14519,Health Educator,Digital Marketing,Business
33096,14519,Health Educator,Data Analysis,Statistics
30511,54580,Systems Engineer,Problem Solving,Mathematics
30511,54580,Systems Engineer,Creative Writing,Literature
30511,54580,Systems Engineer,Public Speaking,Communication
30511,54580,Systems Engineer,Project Management,Business
30511,45744,Retail Manager,Graphic Design,Design
30511,45744,Retail Manager,Data Analysis,Statistics
30511,45744,Retail Manager,Project Management,Business
30511,45744,Retail Manager,Public Speaking,Communication
30511,18347,Marketing Specialist,Graphic Design,Design
30511,18347,Marketing Specialist,Digital Marketing,Business
1384,36732,Executive Assistant,Web Development,Computer Science
1384,36732,Executive Assistant,Project Management,Business
2646,55952,Construction Manager,Marketing,Business
2646,55952,Construction Manager,Creative Writing,Literature
2646,55952,Construction Manager,Project Management,Business
2646,55952,Construction Manager,Public Speaking,Communication
2646,99149,Financial Advisor,Marketing,Business
2646,99149,Financial Advisor,Web Development,Computer Science
2646,36878,Event Planner,Marketing,Business
2646,36878,Event Planner,Data Analysis,Statistics
2646,36878,Event Planner,Programming,Computer Science
92015,90216,Event Coordinator,Problem Solving,Mathematics
92015,90216,Event Coordinator,Public Speaking,Communication
92015,90216,Event Coordinator,Digital Marketing,Business
92015,90216,Event Coordinator,Project Management,Business
67595,67443,IT Specialist,Creative Writing,Literature
67595,67443,IT Specialist,Data Analysis,Statistics
67595,67443,IT Specialist,Public Speaking,Communication
61148,53630,Software Engineer,Programming,Computer Science
61148,27839,Insurance Broker,Web Development,Computer Science
61148,27839,Insurance Broker,Marketing,Business
61148,27839,Insurance Broker,Data Analysis,Statistics
61148,27839,Insurance Broker,Graphic Design,Design
79795,60146,Digital Marketing Manager,Marketing,Business
79795,60146,Digital Marketing Manager,Digital Marketing,Business
79795,60146,Digital Marketing Manager,Programming,Computer Science
79795,30849,Cybersecurity Engineer,Graphic Design,Design
79795,30849,Cybersecurity Engineer,Programming,Computer Science
79795,99149,Content Manager,Problem Solving,Mathematics
79795,99149,Content Manager,Digital Marketing,Business
79795,99149,Content Manager,Programming,Computer Science
79795,69668,Research Assistant,Graphic Design,Design
79795,69668,Research Assistant,Data Analysis,Statistics
6046,96236,IT Technician,Creative Writing,Literature
6046,96236,IT Technician,Programming,Computer Science
90411,20821,Business Development Executive,Marketing,Business
90411,20821,Business Development Executive,Creative Writing,Literature
90411,20821,Business Development Executive,Public Speaking,Communication
90411,20821,Business Development Executive,Project Management,Business
60706,13250,HR Director,Graphic Design,Design
60706,13250,HR Director,Data Analysis,Statistics
60706,13250,HR Director,Digital Marketing,Business
60706,13250,HR Director,Programming,Computer Science
50146,36114,Logistics Coordinator,Marketing,Business
50146,36114,Logistics Coordinator,Problem Solving,Mathematics
50146,75639,Software Engineer,Web Development,Computer Science
50146,75639,Software Engineer,Marketing,Business
50146,75639,Software Engineer,Digital Marketing,Business
50146,75639,Software Engineer,Graphic Design,Design
50146,33424,Financial Controller,Programming,Computer Science
29680,38562,Social Worker,Creative Writing,Literature
29680,38562,Social Worker,Web Development,Computer Science
29680,38562,Social Worker,Data Analysis,Statistics
29680,38562,Social Worker,Graphic Design,Design
29680,59703,Digital Content Creator,Problem Solving,Mathematics
29680,59703,Digital Content Creator,Web Development,Computer Science
29680,59703,Digital Content Creator,Project Management,Business
29680,59703,Digital Content Creator,Digital Marketing,Business
29680,51383,Public Relations Manager,Creative Writing,Literature
29680,51383,Public Relations Manager,Data Analysis,Statistics
29680,83817,Physician Assistant,Web Development,Computer Science
29680,83817,Physician Assistant,Project Management,Business
63263,61419,HR Director,Marketing,Business
63263,61419,HR Director,Graphic Design,Design
63263,61419,HR Director,Web Development,Computer Science
63263,61419,HR Director,Programming,Computer Science
82700,89144,Graphic Designer,Creative Writing,Literature
82700,89144,Graphic Designer,Web Development,Computer Science
82700,89144,Graphic Designer,Graphic Design,Design
82700,45723,Quality Assurance Engineer,Marketing,Business
82700,45723,Quality Assurance Engineer,Project Management,Business
82700,45723,Quality Assurance Engineer,Public Speaking,Communication
82700,27839,Occupational Therapist Assistant,Marketing,Business
82700,27839,Occupational Therapist Assistant,Project Management,Business
82700,27839,Occupational Therapist Assistant,Web Development,Computer Science
27203,60146,Business Development Coordinator,Problem Solving,Mathematics
27203,60146,Business Development Coordinator,Public Speaking,Communication
27203,60146,Business Development Coordinator,Graphic Design,Design
27203,41536,Nurse Practitioner,Data Analysis,Statistics
27203,41536,Nurse Practitioner,Programming,Computer Science
81214,698,Systems Engineer,Problem Solving,Mathematics
81214,698,Systems Engineer,Data Analysis,Statistics
81214,698,Systems Engineer,Digital Marketing,Business
81214,42492,Operations Manager,Problem Solving,Mathematics
81214,42492,Operations Manager,Graphic Design,Design
81214,6544,User Experience Researcher,Web Development,Computer Science
81214,6544,User Experience Researcher,Graphic Design,Design
81214,6544,User Experience Researcher,Digital Marketing,Business
12982,83817,Occupational Therapist Assistant,Problem Solving,Mathematics
12982,83817,Occupational Therapist Assistant,Web Development,Computer Science
12982,70357,Business Development Executive,Problem Solving,Mathematics
12982,70357,Business Development Executive,Digital Marketing,Business
2514,96236,Environmental Engineer,Programming,Computer Science
2514,87255,Civil Engineer,Marketing,Business
2514,87255,Civil Engineer,Digital Marketing,Business
2514,87255,Civil Engineer,Graphic Design,Design
2514,68386,Compliance Officer,Marketing,Business
2514,68386,Compliance Officer,Data Analysis,Statistics
2514,96580,Network Administrator,Problem Solving,Mathematics
2514,96580,Network Administrator,Project Management,Business
81112,90020,Business Analyst,Web Development,Computer Science
81112,90020,Business Analyst,Marketing,Business
81112,90020,Business Analyst,Digital Marketing,Business
81112,90020,Business Analyst,Problem Solving,Mathematics
81112,18927,Legal Secretary,Web Development,Computer Science
81112,18927,Legal Secretary,Creative Writing,Literature
81112,18927,Legal Secretary,Digital Marketing,Business
81112,18927,Legal Secretary,Public Speaking,Communication
81112,18927,Legal Secretary,Programming,Computer Science
81112,45319,Dental Hygienist,Creative Writing,Literature
46768,33314,Customer Support Specialist,Creative Writing,Literature
46768,33314,Customer Support Specialist,Digital Marketing,Business
46768,97781,Financial Manager,Marketing,Business
46768,97781,Financial Manager,Project Management,Business
46768,96236,Dental Assistant,Web Development,Computer Science
46768,96236,Dental Assistant,Data Analysis,Statistics
46768,96236,Dental Assistant,Project Management,Business
46768,69668,Medical Records Clerk,Marketing,Business
46768,33223,Purchasing Manager,Web Development,Computer Science
46768,33223,Purchasing Manager,Public Speaking,Communication
46768,33223,Purchasing Manager,Digital Marketing,Business
46768,33223,Purchasing Manager,Marketing,Business
47776,86459,Compliance Officer,Problem Solving,Mathematics
47776,86459,Compliance Officer,Public Speaking,Communication
47776,85993,Pharmacist,Creative Writing,Literature
