Job_ID,Proficiency,Domain,Years of experience
68964,Graphic Design,Design,14
20562,Problem Solving,Mathematics,5
70954,Public Speaking,Communication,10
70954,Problem Solving,Mathematics,11
70954,Creative Writing,Literature,17
84786,Data Analysis,Statistics,6
39863,Public Speaking,Communication,4
39863,Creative Writing,Literature,7
39863,Marketing,Business,8
39863,Graphic Design,Design,3
39863,Problem Solving,Mathematics,10
30205,Graphic Design,Design,6
30205,Graphic Design,Design,8
30205,Marketing,Business,17
42451,Project Management,Business,17
42451,Data Analysis,Statistics,11
42451,Project Management,Business,7
42451,Marketing,Business,0
42451,Problem Solving,Mathematics,14
66326,Web Development,Computer Science,6
66326,Project Management,Business,3
66326,Data Analysis,Statistics,9
1862,Programming,Computer Science,11
1862,Programming,Computer Science,13
1862,Graphic Design,Design,17
1862,Creative Writing,Literature,0
74853,Digital Marketing,Business,10
74853,Project Management,Business,6
74853,Problem Solving,Mathematics,17
74853,Problem Solving,Mathematics,18
74853,Problem Solving,Mathematics,5
9915,Public Speaking,Communication,18
9915,Web Development,Computer Science,20
9915,Public Speaking,Communication,3
9915,Programming,Computer Science,10
43875,Project Management,Business,16
66501,Problem Solving,Mathematics,14
66501,Digital Marketing,Business,15
66501,Project Management,Business,20
66501,Creative Writing,Literature,9
31336,Marketing,Business,4
13875,Digital Marketing,Business,2
13875,Problem Solving,Mathematics,4
13875,Data Analysis,Statistics,7
41019,Data Analysis,Statistics,15
41019,Digital Marketing,Business,19
41019,Project Management,Business,3
41019,Data Analysis,Statistics,10
41019,Graphic Design,Design,14
63871,Data Analysis,Statistics,12
7315,Data Analysis,Statistics,1
7315,Data Analysis,Statistics,19
7315,Digital Marketing,Business,19
45177,Digital Marketing,Business,8
34274,Data Analysis,Statistics,16
34274,Graphic Design,Design,7
98151,Creative Writing,Literature,11
98151,Marketing,Business,0
98151,Creative Writing,Literature,14
98151,Project Management,Business,12
98151,Data Analysis,Statistics,10
50886,Public Speaking,Communication,6
50886,Public Speaking,Communication,4
50886,Project Management,Business,10
50886,Web Development,Computer Science,1
50886,Public Speaking,Communication,4
46061,Programming,Computer Science,10
46061,Marketing,Business,5
46061,Public Speaking,Communication,9
46061,Web Development,Computer Science,11
19581,Web Development,Computer Science,1
48244,Web Development,Computer Science,3
48244,Project Management,Business,20
62905,Web Development,Computer Science,16
62905,Marketing,Business,5
85851,Creative Writing,Literature,17
85851,Digital Marketing,Business,16
65271,Marketing,Business,3
65271,Graphic Design,Design,2
65271,Project Management,Business,15
65271,Data Analysis,Statistics,19
65271,Data Analysis,Statistics,13
6346,Public Speaking,Communication,14
84441,Marketing,Business,17
84441,Graphic Design,Design,4
84441,Problem Solving,Mathematics,4
84441,Programming,Computer Science,12
1836,Marketing,Business,20
92655,Problem Solving,Mathematics,20
92655,Marketing,Business,7
92655,Web Development,Computer Science,0
38505,Public Speaking,Communication,13
38505,Data Analysis,Statistics,0
38505,Programming,Computer Science,19
6,Marketing,Business,12
6,Marketing,Business,4
6,Graphic Design,Design,3
6,Problem Solving,Mathematics,7
6,Problem Solving,Mathematics,8
13512,Problem Solving,Mathematics,16
13512,Creative Writing,Literature,18
13512,Marketing,Business,0
13512,Digital Marketing,Business,5
13512,Programming,Computer Science,13
92548,Data Analysis,Statistics,8
92548,Public Speaking,Communication,3
92548,Programming,Computer Science,11
97323,Web Development,Computer Science,2
97323,Web Development,Computer Science,7
82969,Digital Marketing,Business,16
82969,Data Analysis,Statistics,4
93016,Marketing,Business,9
3086,Digital Marketing,Business,10
3086,Public Speaking,Communication,17
3086,Web Development,Computer Science,20
3086,Data Analysis,Statistics,15
3086,Graphic Design,Design,2
1332,Data Analysis,Statistics,6
34524,Data Analysis,Statistics,5
34524,Marketing,Business,0
27254,Problem Solving,Mathematics,11
27254,Marketing,Business,9
30860,Web Development,Computer Science,14
30860,Marketing,Business,9
30860,Data Analysis,Statistics,11
42102,Graphic Design,Design,17
42102,Programming,Computer Science,17
42102,Problem Solving,Mathematics,10
42102,Marketing,Business,7
30719,Programming,Computer Science,16
30719,Problem Solving,Mathematics,19
30719,Problem Solving,Mathematics,1
30719,Digital Marketing,Business,15
30719,Public Speaking,Communication,6
25460,Marketing,Business,10
64775,Marketing,Business,12
64775,Programming,Computer Science,18
86289,Public Speaking,Communication,8
86289,Project Management,Business,6
86289,Web Development,Computer Science,10
19897,Public Speaking,Communication,14
19897,Creative Writing,Literature,5
19897,Data Analysis,Statistics,8
96678,Web Development,Computer Science,14
96678,Public Speaking,Communication,3
96678,Digital Marketing,Business,20
96678,Programming,Computer Science,0
21230,Project Management,Business,11
78765,Digital Marketing,Business,2
81497,Problem Solving,Mathematics,18
81497,Programming,Computer Science,3
81497,Data Analysis,Statistics,4
90997,Public Speaking,Communication,4
90997,Data Analysis,Statistics,5
17740,Marketing,Business,3
17740,Data Analysis,Statistics,15
49679,Creative Writing,Literature,11
49679,Public Speaking,Communication,1
49679,Programming,Computer Science,18
49679,Marketing,Business,1
49679,Graphic Design,Design,5
23594,Creative Writing,Literature,17
23594,Project Management,Business,17
27522,Data Analysis,Statistics,3
27522,Marketing,Business,15
27522,Web Development,Computer Science,11
27522,Programming,Computer Science,20
74600,Problem Solving,Mathematics,3
74600,Public Speaking,Communication,10
74600,Digital Marketing,Business,4
70282,Project Management,Business,18
70282,Public Speaking,Communication,0
92866,Problem Solving,Mathematics,6
92866,Project Management,Business,0
92866,Programming,Computer Science,13
92866,Public Speaking,Communication,6
92866,Creative Writing,Literature,20
24548,Web Development,Computer Science,5
24548,Marketing,Business,4
24548,Creative Writing,Literature,5
78229,Public Speaking,Communication,0
78229,Graphic Design,Design,19
13285,Web Development,Computer Science,10
13285,Project Management,Business,1
13285,Creative Writing,Literature,6
13285,Project Management,Business,11
13285,Project Management,Business,20
64747,Programming,Computer Science,14
64747,Problem Solving,Mathematics,16
64747,Web Development,Computer Science,18
22807,Problem Solving,Mathematics,20
91223,Project Management,Business,9
85293,Marketing,Business,17
22799,Web Development,Computer Science,16
57494,Marketing,Business,18
57494,Graphic Design,Design,20
57494,Marketing,Business,20
57494,Problem Solving,Mathematics,18
43175,Problem Solving,Mathematics,18
43175,Project Management,Business,5
43175,Project Management,Business,14
43175,Programming,Computer Science,7
43175,Project Management,Business,14
2500,Project Management,Business,17
2500,Graphic Design,Design,15
23525,Creative Writing,Literature,7
26935,Project Management,Business,13
26935,Problem Solving,Mathematics,0
26935,Problem Solving,Mathematics,6
26935,Data Analysis,Statistics,12
62153,Programming,Computer Science,3
62153,Web Development,Computer Science,6
65472,Programming,Computer Science,11
88855,Marketing,Business,3
1608,Graphic Design,Design,8
1608,Digital Marketing,Business,17
1608,Digital Marketing,Business,18
1608,Project Management,Business,1
49806,Problem Solving,Mathematics,3
49806,Digital Marketing,Business,20
97475,Problem Solving,Mathematics,13
97475,Digital Marketing,Business,10
97475,Project Management,Business,11
97475,Marketing,Business,5
97475,Data Analysis,Statistics,7
48489,Web Development,Computer Science,18
48489,Project Management,Business,12
48489,Programming,Computer Science,17
34924,Graphic Design,Design,16
34924,Project Management,Business,18
34924,Marketing,Business,15
34924,Data Analysis,Statistics,0
34924,Digital Marketing,Business,10
82707,Digital Marketing,Business,6
16722,Creative Writing,Literature,7
16722,Creative Writing,Literature,17
16722,Data Analysis,Statistics,9
16722,Programming,Computer Science,13
16722,Project Management,Business,14
84059,Graphic Design,Design,7
84059,Creative Writing,Literature,5
14421,Marketing,Business,6
14421,Project Management,Business,4
14421,Project Management,Business,9
14421,Project Management,Business,12
14421,Web Development,Computer Science,17
27199,Marketing,Business,11
27199,Digital Marketing,Business,15
27199,Programming,Computer Science,19
63112,Programming,Computer Science,10
63112,Public Speaking,Communication,1
22528,Web Development,Computer Science,17
22528,Creative Writing,Literature,19
74365,Graphic Design,Design,7
74365,Project Management,Business,13
74365,Graphic Design,Design,15
74365,Public Speaking,Communication,13
74365,Web Development,Computer Science,16
3924,Public Speaking,Communication,5
3924,Problem Solving,Mathematics,1
3924,Marketing,Business,9
21793,Web Development,Computer Science,16
21793,Digital Marketing,Business,11
21793,Project Management,Business,4
21793,Problem Solving,Mathematics,8
96691,Graphic Design,Design,0
96691,Web Development,Computer Science,6
96691,Data Analysis,Statistics,13
28928,Web Development,Computer Science,16
28928,Public Speaking,Communication,16
28928,Web Development,Computer Science,1
28928,Web Development,Computer Science,4
28928,Data Analysis,Statistics,4
14290,Web Development,Computer Science,14
14290,Graphic Design,Design,10
14290,Public Speaking,Communication,5
14290,Creative Writing,Literature,10
80887,Programming,Computer Science,5
80887,Programming,Computer Science,15
80887,Data Analysis,Statistics,16
51181,Creative Writing,Literature,15
51181,Marketing,Business,18
36838,Public Speaking,Communication,9
36838,Graphic Design,Design,14
36838,Graphic Design,Design,16
36838,Web Development,Computer Science,15
54129,Problem Solving,Mathematics,8
54129,Marketing,Business,4
19487,Programming,Computer Science,13
19487,Graphic Design,Design,6
19487,Graphic Design,Design,11
75147,Programming,Computer Science,6
99057,Marketing,Business,18
99057,Marketing,Business,14
99057,Public Speaking,Communication,3
99057,Web Development,Computer Science,12
99057,Web Development,Computer Science,0
46692,Programming,Computer Science,13
46692,Data Analysis,Statistics,17
92236,Data Analysis,Statistics,20
83163,Project Management,Business,15
83163,Web Development,Computer Science,17
62515,Digital Marketing,Business,19
62515,Digital Marketing,Business,7
7926,Data Analysis,Statistics,9
7926,Digital Marketing,Business,5
7926,Creative Writing,Literature,12
7926,Problem Solving,Mathematics,3
99162,Marketing,Business,17
99162,Marketing,Business,13
18674,Web Development,Computer Science,14
18674,Digital Marketing,Business,11
18674,Digital Marketing,Business,2
18674,Graphic Design,Design,15
36854,Creative Writing,Literature,5
21092,Data Analysis,Statistics,3
21092,Marketing,Business,0
79278,Creative Writing,Literature,14
19451,Data Analysis,Statistics,20
80999,Graphic Design,Design,8
80999,Marketing,Business,20
80999,Public Speaking,Communication,16
80999,Digital Marketing,Business,1
80999,Problem Solving,Mathematics,18
91832,Programming,Computer Science,19
91832,Data Analysis,Statistics,15
91832,Web Development,Computer Science,4
91832,Project Management,Business,19
43003,Public Speaking,Communication,10
43003,Web Development,Computer Science,20
43003,Programming,Computer Science,5
43003,Marketing,Business,9
43003,Public Speaking,Communication,10
33181,Project Management,Business,17
53082,Marketing,Business,5
53082,Digital Marketing,Business,11
53082,Web Development,Computer Science,9
53082,Problem Solving,Mathematics,6
72188,Graphic Design,Design,12
72188,Programming,Computer Science,20
72188,Marketing,Business,15
65432,Creative Writing,Literature,0
65432,Digital Marketing,Business,19
65432,Public Speaking,Communication,12
65432,Programming,Computer Science,17
65432,Marketing,Business,4
4071,Web Development,Computer Science,15
4071,Creative Writing,Literature,14
4071,Project Management,Business,3
4071,Graphic Design,Design,0
65746,Creative Writing,Literature,4
65746,Programming,Computer Science,9
58876,Graphic Design,Design,7
58876,Web Development,Computer Science,7
54974,Problem Solving,Mathematics,19
54974,Project Management,Business,0
54974,Web Development,Computer Science,1
54974,Web Development,Computer Science,20
27455,Graphic Design,Design,12
65664,Digital Marketing,Business,5
65664,Digital Marketing,Business,1
65664,Data Analysis,Statistics,13
65664,Graphic Design,Design,4
65664,Digital Marketing,Business,0
51810,Web Development,Computer Science,5
51810,Web Development,Computer Science,7
51810,Public Speaking,Communication,20
51810,Data Analysis,Statistics,17
5199,Web Development,Computer Science,2
5199,Problem Solving,Mathematics,5
18030,Creative Writing,Literature,1
18030,Digital Marketing,Business,2
11158,Data Analysis,Statistics,7
19091,Public Speaking,Communication,19
19091,Project Management,Business,1
19091,Web Development,Computer Science,19
19091,Graphic Design,Design,10
34523,Creative Writing,Literature,20
29358,Graphic Design,Design,19
29358,Problem Solving,Mathematics,17
29358,Marketing,Business,6
29358,Graphic Design,Design,6
66075,Marketing,Business,4
66075,Web Development,Computer Science,15
80321,Problem Solving,Mathematics,20
80321,Web Development,Computer Science,5
80321,Problem Solving,Mathematics,19
80321,Public Speaking,Communication,0
36891,Public Speaking,Communication,4
82093,Graphic Design,Design,2
82093,Programming,Computer Science,2
82093,Creative Writing,Literature,4
82093,Problem Solving,Mathematics,18
82093,Web Development,Computer Science,15
31024,Project Management,Business,2
31024,Public Speaking,Communication,19
31024,Marketing,Business,12
31024,Programming,Computer Science,13
86538,Creative Writing,Literature,17
86538,Creative Writing,Literature,11
86538,Web Development,Computer Science,13
45216,Web Development,Computer Science,5
45216,Digital Marketing,Business,7
45216,Project Management,Business,6
45216,Creative Writing,Literature,8
45216,Public Speaking,Communication,14
32541,Creative Writing,Literature,16
32541,Public Speaking,Communication,4
98615,Programming,Computer Science,2
98615,Project Management,Business,6
40584,Problem Solving,Mathematics,5
40584,Project Management,Business,11
24070,Data Analysis,Statistics,3
24070,Public Speaking,Communication,15
24070,Creative Writing,Literature,8
24070,Creative Writing,Literature,11
22110,Programming,Computer Science,9
71128,Web Development,Computer Science,16
71128,Programming,Computer Science,10
71128,Programming,Computer Science,13
71128,Public Speaking,Communication,16
81052,Marketing,Business,11
81052,Graphic Design,Design,5
81052,Marketing,Business,2
81052,Digital Marketing,Business,11
87269,Graphic Design,Design,14
87269,Graphic Design,Design,3
87269,Problem Solving,Mathematics,19
87269,Project Management,Business,19
87269,Data Analysis,Statistics,20
12906,Marketing,Business,16
89459,Programming,Computer Science,2
12242,Creative Writing,Literature,3
12242,Web Development,Computer Science,20
12242,Graphic Design,Design,11
12242,Web Development,Computer Science,6
12242,Problem Solving,Mathematics,3
1198,Project Management,Business,17
1198,Data Analysis,Statistics,20
1198,Data Analysis,Statistics,6
15889,Digital Marketing,Business,1
15889,Creative Writing,Literature,5
15889,Data Analysis,Statistics,16
15889,Problem Solving,Mathematics,8
61524,Digital Marketing,Business,11
61524,Graphic Design,Design,16
61524,Digital Marketing,Business,20
61524,Digital Marketing,Business,0
61524,Programming,Computer Science,15
25706,Problem Solving,Mathematics,5
25706,Graphic Design,Design,11
88161,Public Speaking,Communication,18
88161,Graphic Design,Design,11
94363,Web Development,Computer Science,20
94363,Project Management,Business,6
28495,Project Management,Business,18
95994,Problem Solving,Mathematics,7
88950,Marketing,Business,8
88950,Public Speaking,Communication,8
113,Data Analysis,Statistics,14
113,Web Development,Computer Science,10
113,Problem Solving,Mathematics,20
113,Data Analysis,Statistics,14
113,Public Speaking,Communication,14
53881,Marketing,Business,8
53881,Graphic Design,Design,4
53881,Programming,Computer Science,12
48391,Graphic Design,Design,1
48391,Web Development,Computer Science,0
48391,Public Speaking,Communication,0
48391,Web Development,Computer Science,20
48391,Problem Solving,Mathematics,15
37195,Digital Marketing,Business,14
37195,Creative Writing,Literature,7
37195,Creative Writing,Literature,17
37195,Problem Solving,Mathematics,3
48898,Programming,Computer Science,0
48898,Marketing,Business,15
48898,Project Management,Business,6
12138,Graphic Design,Design,17
12138,Problem Solving,Mathematics,7
7021,Graphic Design,Design,20
7021,Graphic Design,Design,12
7021,Marketing,Business,13
7021,Data Analysis,Statistics,5
7021,Programming,Computer Science,15
15718,Public Speaking,Communication,7
15718,Digital Marketing,Business,18
15718,Web Development,Computer Science,6
15718,Problem Solving,Mathematics,20
4177,Problem Solving,Mathematics,0
4177,Data Analysis,Statistics,7
4177,Programming,Computer Science,1
4177,Web Development,Computer Science,20
75920,Creative Writing,Literature,1
75920,Problem Solving,Mathematics,17
75920,Digital Marketing,Business,9
84595,Programming,Computer Science,19
84595,Public Speaking,Communication,13
84595,Digital Marketing,Business,19
84595,Creative Writing,Literature,12
84595,Digital Marketing,Business,2
24234,Graphic Design,Design,1
24234,Marketing,Business,9
24234,Programming,Computer Science,20
24234,Marketing,Business,6
29822,Programming,Computer Science,1
29822,Digital Marketing,Business,5
96472,Creative Writing,Literature,14
96472,Public Speaking,Communication,4
96472,Creative Writing,Literature,7
96472,Marketing,Business,0
96472,Public Speaking,Communication,20
59063,Programming,Computer Science,15
59063,Marketing,Business,5
59063,Data Analysis,Statistics,18
59063,Programming,Computer Science,18
59054,Project Management,Business,7
59054,Graphic Design,Design,8
59054,Project Management,Business,12
59054,Problem Solving,Mathematics,9
59054,Data Analysis,Statistics,5
40753,Programming,Computer Science,11
40753,Project Management,Business,4
40753,Problem Solving,Mathematics,18
40753,Programming,Computer Science,12
40753,Web Development,Computer Science,12
91374,Data Analysis,Statistics,20
91374,Public Speaking,Communication,10
91374,Project Management,Business,8
44313,Public Speaking,Communication,0
44313,Marketing,Business,16
84024,Graphic Design,Design,5
84024,Creative Writing,Literature,12
84024,Web Development,Computer Science,0
97287,Creative Writing,Literature,12
97287,Programming,Computer Science,10
42635,Programming,Computer Science,9
42635,Web Development,Computer Science,3
42635,Public Speaking,Communication,5
42635,Marketing,Business,2
42635,Data Analysis,Statistics,19
34808,Data Analysis,Statistics,8
34808,Digital Marketing,Business,20
34808,Data Analysis,Statistics,3
34808,Creative Writing,Literature,8
34808,Public Speaking,Communication,2
16425,Data Analysis,Statistics,15
16425,Creative Writing,Literature,11
16425,Digital Marketing,Business,12
16425,Digital Marketing,Business,17
16425,Digital Marketing,Business,17
37654,Public Speaking,Communication,8
37654,Problem Solving,Mathematics,8
37654,Programming,Computer Science,0
63663,Data Analysis,Statistics,14
63663,Digital Marketing,Business,16
63663,Digital Marketing,Business,11
63663,Graphic Design,Design,10
42723,Digital Marketing,Business,2
42723,Creative Writing,Literature,8
42723,Public Speaking,Communication,2
42723,Digital Marketing,Business,5
47003,Public Speaking,Communication,4
47003,Creative Writing,Literature,16
3793,Digital Marketing,Business,13
3793,Project Management,Business,6
3793,Project Management,Business,2
3793,Graphic Design,Design,5
49424,Creative Writing,Literature,7
49424,Public Speaking,Communication,15
49424,Data Analysis,Statistics,11
68416,Data Analysis,Statistics,18
68416,Data Analysis,Statistics,3
68416,Data Analysis,Statistics,12
68416,Problem Solving,Mathematics,3
68416,Web Development,Computer Science,4
37512,Web Development,Computer Science,6
37512,Web Development,Computer Science,14
37512,Project Management,Business,2
37512,Creative Writing,Literature,15
73295,Web Development,Computer Science,6
73295,Programming,Computer Science,9
73295,Creative Writing,Literature,9
63042,Creative Writing,Literature,17
70511,Graphic Design,Design,19
70511,Marketing,Business,3
70511,Marketing,Business,9
70511,Programming,Computer Science,17
70511,Problem Solving,Mathematics,7
94691,Public Speaking,Communication,18
59114,Project Management,Business,14
87941,Project Management,Business,4
87941,Project Management,Business,16
87941,Marketing,Business,18
87941,Problem Solving,Mathematics,15
87941,Creative Writing,Literature,9
48430,Marketing,Business,3
48430,Marketing,Business,16
48430,Programming,Computer Science,6
48430,Public Speaking,Communication,4
71951,Data Analysis,Statistics,11
62444,Graphic Design,Design,19
25316,Public Speaking,Communication,13
73346,Programming,Computer Science,9
13122,Graphic Design,Design,12
13122,Data Analysis,Statistics,16
13122,Marketing,Business,11
13122,Graphic Design,Design,7
41743,Public Speaking,Communication,5
56254,Creative Writing,Literature,2
50883,Creative Writing,Literature,9
50883,Problem Solving,Mathematics,8
50883,Web Development,Computer Science,12
50883,Graphic Design,Design,18
50883,Problem Solving,Mathematics,18
66004,Graphic Design,Design,20
66004,Graphic Design,Design,12
66004,Data Analysis,Statistics,11
24353,Digital Marketing,Business,3
24353,Project Management,Business,17
48756,Digital Marketing,Business,11
98521,Creative Writing,Literature,7
98521,Problem Solving,Mathematics,13
98521,Marketing,Business,5
26261,Marketing,Business,8
81927,Marketing,Business,8
81927,Data Analysis,Statistics,16
81927,Project Management,Business,17
81927,Web Development,Computer Science,5
81927,Project Management,Business,20
55814,Digital Marketing,Business,1
55814,Project Management,Business,9
55814,Programming,Computer Science,15
55814,Public Speaking,Communication,2
55814,Marketing,Business,11
96507,Digital Marketing,Business,18
96507,Problem Solving,Mathematics,12
96507,Data Analysis,Statistics,8
96507,Project Management,Business,7
13705,Digital Marketing,Business,19
13705,Web Development,Computer Science,4
13705,Creative Writing,Literature,15
85606,Digital Marketing,Business,2
85606,Data Analysis,Statistics,3
85606,Programming,Computer Science,17
85606,Web Development,Computer Science,11
85606,Web Development,Computer Science,16
39809,Project Management,Business,17
39809,Data Analysis,Statistics,5
39809,Data Analysis,Statistics,13
39809,Creative Writing,Literature,13
74421,Web Development,Computer Science,0
74421,Public Speaking,Communication,18
47292,Public Speaking,Communication,5
47292,Web Development,Computer Science,6
47292,Project Management,Business,3
47292,Public Speaking,Communication,11
59338,Project Management,Business,14
59338,Problem Solving,Mathematics,10
19152,Problem Solving,Mathematics,2
19152,Web Development,Computer Science,14
19152,Project Management,Business,19
19152,Web Development,Computer Science,19
19152,Marketing,Business,11
84822,Project Management,Business,19
84822,Problem Solving,Mathematics,0
72364,Problem Solving,Mathematics,6
86997,Public Speaking,Communication,17
86997,Web Development,Computer Science,17
86997,Marketing,Business,5
86997,Public Speaking,Communication,18
86997,Project Management,Business,16
48612,Problem Solving,Mathematics,9
29982,Marketing,Business,17
29982,Programming,Computer Science,1
29982,Public Speaking,Communication,10
29982,Marketing,Business,11
29982,Marketing,Business,8
20079,Graphic Design,Design,11
69465,Data Analysis,Statistics,10
46828,Graphic Design,Design,0
46828,Marketing,Business,20
46828,Marketing,Business,18
46828,Public Speaking,Communication,13
46828,Programming,Computer Science,1
67349,Graphic Design,Design,3
67349,Digital Marketing,Business,19
67349,Public Speaking,Communication,9
67349,Graphic Design,Design,12
53695,Data Analysis,Statistics,14
53695,Creative Writing,Literature,10
53695,Marketing,Business,9
82814,Creative Writing,Literature,3
82814,Project Management,Business,7
82814,Project Management,Business,8
95970,Problem Solving,Mathematics,20
6816,Public Speaking,Communication,20
58951,Project Management,Business,10
58951,Digital Marketing,Business,20
58951,Marketing,Business,3
58951,Data Analysis,Statistics,15
37212,Web Development,Computer Science,1
37212,Public Speaking,Communication,19
61309,Problem Solving,Mathematics,1
61309,Graphic Design,Design,9
61309,Digital Marketing,Business,19
61309,Problem Solving,Mathematics,11
61309,Public Speaking,Communication,8
79834,Graphic Design,Design,5
79834,Data Analysis,Statistics,20
79834,Digital Marketing,Business,19
79834,Project Management,Business,17
46428,Data Analysis,Statistics,17
46428,Project Management,Business,20
9031,Graphic Design,Design,5
9031,Programming,Computer Science,14
9031,Project Management,Business,13
9031,Graphic Design,Design,10
89757,Web Development,Computer Science,15
64757,Public Speaking,Communication,14
8669,Graphic Design,Design,15
8669,Programming,Computer Science,20
8669,Programming,Computer Science,3
8669,Creative Writing,Literature,5
8669,Web Development,Computer Science,11
6525,Data Analysis,Statistics,20
6525,Marketing,Business,2
6525,Problem Solving,Mathematics,8
6525,Marketing,Business,15
58660,Public Speaking,Communication,5
58660,Problem Solving,Mathematics,10
58660,Web Development,Computer Science,12
58660,Data Analysis,Statistics,12
58660,Project Management,Business,16
91314,Problem Solving,Mathematics,13
91314,Digital Marketing,Business,0
91314,Marketing,Business,10
91314,Digital Marketing,Business,0
91314,Project Management,Business,19
68658,Data Analysis,Statistics,3
68658,Programming,Computer Science,19
54466,Data Analysis,Statistics,1
54466,Web Development,Computer Science,16
54466,Public Speaking,Communication,9
10042,Marketing,Business,17
10042,Graphic Design,Design,20
10042,Programming,Computer Science,9
96149,Marketing,Business,15
96149,Digital Marketing,Business,12
96149,Creative Writing,Literature,3
18276,Graphic Design,Design,18
82847,Programming,Computer Science,1
82847,Problem Solving,Mathematics,6
47212,Programming,Computer Science,18
47881,Creative Writing,Literature,15
47881,Data Analysis,Statistics,4
47881,Web Development,Computer Science,13
47881,Public Speaking,Communication,10
9621,Data Analysis,Statistics,20
57173,Web Development,Computer Science,14
57173,Graphic Design,Design,10
57173,Programming,Computer Science,19
57173,Digital Marketing,Business,1
72929,Digital Marketing,Business,10
72929,Data Analysis,Statistics,6
72929,Digital Marketing,Business,20
72929,Data Analysis,Statistics,20
60670,Public Speaking,Communication,8
60670,Marketing,Business,5
60670,Web Development,Computer Science,16
60670,Project Management,Business,7
15096,Creative Writing,Literature,19
15096,Data Analysis,Statistics,14
15096,Digital Marketing,Business,19
15096,Public Speaking,Communication,4
15096,Web Development,Computer Science,16
52905,Project Management,Business,5
52905,Data Analysis,Statistics,4
79870,Marketing,Business,14
34016,Public Speaking,Communication,14
34016,Programming,Computer Science,20
34016,Digital Marketing,Business,6
34016,Problem Solving,Mathematics,20
34016,Web Development,Computer Science,14
82639,Web Development,Computer Science,20
82639,Web Development,Computer Science,12
82639,Digital Marketing,Business,12
82639,Digital Marketing,Business,2
11766,Graphic Design,Design,12
11766,Public Speaking,Communication,7
11766,Data Analysis,Statistics,4
11766,Creative Writing,Literature,6
11766,Public Speaking,Communication,4
21036,Project Management,Business,13
21036,Data Analysis,Statistics,2
72410,Graphic Design,Design,9
42819,Marketing,Business,2
42819,Project Management,Business,0
42819,Graphic Design,Design,6
42819,Creative Writing,Literature,9
95408,Programming,Computer Science,16
95408,Creative Writing,Literature,3
95408,Data Analysis,Statistics,11
95408,Project Management,Business,12
95408,Web Development,Computer Science,15
26544,Project Management,Business,5
26544,Digital Marketing,Business,2
26544,Web Development,Computer Science,18
26544,Marketing,Business,11
26544,Marketing,Business,20
5943,Web Development,Computer Science,1
5943,Graphic Design,Design,6
5943,Programming,Computer Science,18
62943,Digital Marketing,Business,0
62943,Project Management,Business,8
62943,Creative Writing,Literature,6
62943,Creative Writing,Literature,1
36851,Problem Solving,Mathematics,5
36851,Graphic Design,Design,0
76900,Digital Marketing,Business,2
76900,Digital Marketing,Business,13
76900,Web Development,Computer Science,3
13968,Problem Solving,Mathematics,20
13968,Graphic Design,Design,10
21947,Public Speaking,Communication,9
21947,Marketing,Business,6
14765,Data Analysis,Statistics,0
14765,Project Management,Business,10
75444,Data Analysis,Statistics,8
11733,Problem Solving,Mathematics,18
11733,Data Analysis,Statistics,11
11733,Creative Writing,Literature,3
11733,Marketing,Business,9
16012,Graphic Design,Design,7
16012,Graphic Design,Design,17
16012,Creative Writing,Literature,6
19028,Problem Solving,Mathematics,6
4272,Problem Solving,Mathematics,13
4272,Web Development,Computer Science,0
4272,Creative Writing,Literature,19
4272,Programming,Computer Science,2
4272,Project Management,Business,16
55319,Public Speaking,Communication,10
55319,Project Management,Business,9
14425,Graphic Design,Design,16
14425,Marketing,Business,10
14425,Data Analysis,Statistics,14
14425,Public Speaking,Communication,10
53770,Creative Writing,Literature,5
53770,Programming,Computer Science,8
53770,Graphic Design,Design,14
53770,Creative Writing,Literature,9
53770,Problem Solving,Mathematics,13
65295,Web Development,Computer Science,12
65295,Problem Solving,Mathematics,5
65295,Public Speaking,Communication,15
65295,Creative Writing,Literature,8
11775,Graphic Design,Design,1
11775,Graphic Design,Design,9
39383,Programming,Computer Science,13
39383,Graphic Design,Design,6
39383,Creative Writing,Literature,3
39351,Data Analysis,Statistics,12
39351,Data Analysis,Statistics,15
47820,Programming,Computer Science,11
47820,Digital Marketing,Business,19
47820,Web Development,Computer Science,19
47820,Data Analysis,Statistics,12
47820,Digital Marketing,Business,12
9076,Data Analysis,Statistics,15
55639,Creative Writing,Literature,19
55639,Marketing,Business,1
93735,Programming,Computer Science,15
93735,Programming,Computer Science,6
93735,Data Analysis,Statistics,12
93735,Project Management,Business,2
1349,Programming,Computer Science,3
1349,Web Development,Computer Science,20
21026,Web Development,Computer Science,16
21026,Data Analysis,Statistics,2
21026,Problem Solving,Mathematics,5
26761,Programming,Computer Science,12
26761,Data Analysis,Statistics,3
26761,Marketing,Business,5
26761,Web Development,Computer Science,16
88953,Marketing,Business,11
88953,Web Development,Computer Science,16
88953,Graphic Design,Design,12
88953,Public Speaking,Communication,8
86161,Marketing,Business,17
86161,Programming,Computer Science,5
86161,Creative Writing,Literature,8
86161,Problem Solving,Mathematics,2
86161,Problem Solving,Mathematics,8
9588,Marketing,Business,9
9588,Public Speaking,Communication,4
9588,Public Speaking,Communication,2
34448,Graphic Design,Design,6
55587,Digital Marketing,Business,16
15566,Graphic Design,Design,5
15566,Public Speaking,Communication,9
49068,Digital Marketing,Business,15
