JS_ID,Year,Proficiency,Domain
18004,2016,Digital Marketing,Business
18004,1995,Marketing,Business
18004,1995,Data Analysis,Statistics
39192,2003,Problem Solving,Mathematics
39192,2003,Data Analysis,Statistics
39192,1984,Data Analysis,Statistics
39192,2016,Creative Writing,Literature
39192,2016,Marketing,Business
39192,2016,Project Management,Business
39192,2012,Creative Writing,Literature
39192,2012,Graphic Design,Design
39192,2012,Data Analysis,Statistics
39192,2012,Project Management,Business
39192,2013,Marketing,Business
12956,1996,Marketing,Business
12956,1996,Creative Writing,Literature
12956,1996,Graphic Design,Design
12956,1988,Problem Solving,Mathematics
12956,1988,Web Development,Computer Science
12956,1988,Graphic Design,Design
12956,2016,Graphic Design,Design
89109,1994,Problem Solving,Mathematics
89109,1994,Graphic Design,Design
89109,1994,Web Development,Computer Science
89109,1994,Programming,Computer Science
89109,2005,Public Speaking,Communication
89109,2005,Digital Marketing,Business
89109,1982,Web Development,Computer Science
89109,1982,Problem Solving,Mathematics
89109,1982,Public Speaking,Communication
89109,1982,Programming,Computer Science
89109,1982,Project Management,Business
66873,2002,Graphic Design,Design
66873,2002,Project Management,Business
66873,2002,Public Speaking,Communication
83158,2016,Graphic Design,Design
83158,2016,Web Development,Computer Science
83158,2016,Programming,Computer Science
83158,1983,Marketing,Business
83158,1983,Web Development,Computer Science
83158,1983,Digital Marketing,Business
83158,2002,Graphic Design,Design
83158,2002,Programming,Computer Science
83158,2022,Problem Solving,Mathematics
83158,2022,Digital Marketing,Business
83158,2022,Programming,Computer Science
83158,2022,Graphic Design,Design
83158,1981,Data Analysis,Statistics
92005,2008,Programming,Computer Science
92005,1986,Web Development,Computer Science
92005,1986,Programming,Computer Science
92005,1999,Web Development,Computer Science
92005,1999,Public Speaking,Communication
92005,1999,Digital Marketing,Business
92005,1999,Programming,Computer Science
92005,2018,Public Speaking,Communication
92005,2018,Programming,Computer Science
92005,2018,Graphic Design,Design
92005,1985,Data Analysis,Statistics
92005,1985,Programming,Computer Science
36363,1994,Problem Solving,Mathematics
36363,1994,Creative Writing,Literature
36363,1994,Programming,Computer Science
36363,1994,Graphic Design,Design
36363,2001,Public Speaking,Communication
36363,2001,Data Analysis,Statistics
36363,2001,Programming,Computer Science
73896,1987,Marketing,Business
73896,2012,Marketing,Business
73896,2012,Graphic Design,Design
73896,1982,Marketing,Business
73896,1982,Digital Marketing,Business
73896,1982,Graphic Design,Design
73896,1996,Marketing,Business
73896,1996,Programming,Computer Science
7487,1986,Problem Solving,Mathematics
7487,1980,Problem Solving,Mathematics
7487,1980,Data Analysis,Statistics
7487,1980,Digital Marketing,Business
32999,2000,Marketing,Business
32999,2000,Creative Writing,Literature
32999,2000,Digital Marketing,Business
32999,1991,Problem Solving,Mathematics
32999,1991,Web Development,Computer Science
32999,1991,Public Speaking,Communication
32999,1991,Programming,Computer Science
32999,2022,Creative Writing,Literature
32999,2022,Graphic Design,Design
32999,2022,Web Development,Computer Science
32999,2022,Digital Marketing,Business
32999,2022,Programming,Computer Science
86796,1995,Creative Writing,Literature
86796,1995,Marketing,Business
86796,1995,Programming,Computer Science
86796,1995,Problem Solving,Mathematics
86796,1989,Creative Writing,Literature
86796,1989,Web Development,Computer Science
86796,1989,Digital Marketing,Business
86796,1989,Problem Solving,Mathematics
86796,1989,Programming,Computer Science
86796,1980,Creative Writing,Literature
86796,2017,Marketing,Business
86796,2017,Problem Solving,Mathematics
59391,1980,Creative Writing,Literature
59391,1980,Graphic Design,Design
59391,1980,Digital Marketing,Business
59391,1980,Problem Solving,Mathematics
59391,1980,Programming,Computer Science
59391,1987,Problem Solving,Mathematics
59391,1987,Web Development,Computer Science
59391,2012,Digital Marketing,Business
59391,2019,Marketing,Business
59391,2019,Web Development,Computer Science
18181,2017,Creative Writing,Literature
18181,2017,Project Management,Business
18181,2022,Graphic Design,Design
18181,2022,Digital Marketing,Business
18181,1991,Data Analysis,Statistics
18181,2012,Public Speaking,Communication
18181,2012,Programming,Computer Science
20457,1990,Creative Writing,Literature
20457,1990,Web Development,Computer Science
20457,1990,Digital Marketing,Business
20457,2020,Problem Solving,Mathematics
20457,2020,Project Management,Business
20457,2020,Data Analysis,Statistics
16393,2015,Marketing,Business
16393,2015,Problem Solving,Mathematics
16393,2015,Project Management,Business
16393,2015,Digital Marketing,Business
18414,1987,Creative Writing,Literature
18414,1987,Web Development,Computer Science
18414,1987,Data Analysis,Statistics
18414,1987,Programming,Computer Science
89790,1996,Web Development,Computer Science
89790,1996,Digital Marketing,Business
89790,1996,Project Management,Business
89790,1996,Data Analysis,Statistics
89790,2011,Creative Writing,Literature
89790,2011,Data Analysis,Statistics
89790,1983,Creative Writing,Literature
89790,1983,Data Analysis,Statistics
89790,1983,Programming,Computer Science
89790,2016,Creative Writing,Literature
89790,2016,Project Management,Business
89790,2019,Marketing,Business
89790,2019,Problem Solving,Mathematics
89790,2019,Public Speaking,Communication
80846,1985,Marketing,Business
80846,1985,Problem Solving,Mathematics
80846,1985,Data Analysis,Statistics
80846,1985,Digital Marketing,Business
80846,1985,Public Speaking,Communication
80846,1990,Problem Solving,Mathematics
80846,1990,Public Speaking,Communication
80846,1990,Programming,Computer Science
80846,1989,Marketing,Business
80846,1989,Web Development,Computer Science
80846,1989,Digital Marketing,Business
80846,1991,Marketing,Business
80846,1991,Public Speaking,Communication
80846,1991,Digital Marketing,Business
80846,1991,Data Analysis,Statistics
15163,2016,Problem Solving,Mathematics
15163,2020,Problem Solving,Mathematics
15163,2020,Marketing,Business
15163,2020,Digital Marketing,Business
15163,1998,Web Development,Computer Science
15163,1998,Public Speaking,Communication
15163,1998,Digital Marketing,Business
15163,1998,Programming,Computer Science
15163,1999,Creative Writing,Literature
57572,1981,Problem Solving,Mathematics
57572,1981,Creative Writing,Literature
57572,1981,Project Management,Business
81748,2004,Creative Writing,Literature
81748,2004,Digital Marketing,Business
12991,1983,Problem Solving,Mathematics
12991,1983,Data Analysis,Statistics
12991,1983,Graphic Design,Design
12991,2014,Marketing,Business
12991,2014,Problem Solving,Mathematics
12991,2014,Web Development,Computer Science
12991,1992,Public Speaking,Communication
12991,1992,Data Analysis,Statistics
12991,1992,Programming,Computer Science
12991,2009,Marketing,Business
12991,2009,Project Management,Business
12991,2009,Web Development,Computer Science
31760,2007,Graphic Design,Design
31760,1989,Creative Writing,Literature
31760,1989,Data Analysis,Statistics
31760,1989,Project Management,Business
31760,2022,Problem Solving,Mathematics
31760,2022,Digital Marketing,Business
31760,2022,Programming,Computer Science
31760,1990,Problem Solving,Mathematics
31760,1990,Creative Writing,Literature
31760,1990,Public Speaking,Communication
31760,1990,Project Management,Business
78947,1984,Creative Writing,Literature
78947,1984,Project Management,Business
78947,1998,Creative Writing,Literature
78947,1998,Programming,Computer Science
78947,2005,Graphic Design,Design
78947,2005,Project Management,Business
78947,2005,Digital Marketing,Business
78947,2013,Problem Solving,Mathematics
78947,1984,Creative Writing,Literature
78947,1984,Graphic Design,Design
17661,2006,Web Development,Computer Science
17661,2006,Graphic Design,Design
17661,2006,Project Management,Business
17661,2006,Programming,Computer Science
17661,2008,Creative Writing,Literature
17661,2008,Project Management,Business
78992,1991,Marketing,Business
78992,1991,Creative Writing,Literature
78992,1991,Data Analysis,Statistics
95401,2001,Project Management,Business
95401,2012,Digital Marketing,Business
95401,1991,Data Analysis,Statistics
67247,1994,Graphic Design,Design
67247,1994,Digital Marketing,Business
77685,2021,Marketing,Business
77685,2021,Web Development,Computer Science
77685,2021,Digital Marketing,Business
13270,1998,Problem Solving,Mathematics
13270,1998,Data Analysis,Statistics
13270,2008,Creative Writing,Literature
13270,2008,Marketing,Business
13270,2008,Web Development,Computer Science
13270,2008,Graphic Design,Design
65532,2022,Data Analysis,Statistics
65532,2010,Problem Solving,Mathematics
65532,2010,Digital Marketing,Business
65532,2010,Project Management,Business
65532,2006,Web Development,Computer Science
65532,2006,Graphic Design,Design
65532,2006,Project Management,Business
65532,2006,Problem Solving,Mathematics
65532,2017,Creative Writing,Literature
65532,2017,Data Analysis,Statistics
65532,2017,Digital Marketing,Business
65532,2017,Graphic Design,Design
65532,1991,Marketing,Business
65532,1991,Web Development,Computer Science
65532,1991,Programming,Computer Science
21883,2020,Digital Marketing,Business
21883,2020,Data Analysis,Statistics
40052,1989,Marketing,Business
40052,1989,Graphic Design,Design
40052,1989,Public Speaking,Communication
40052,1989,Data Analysis,Statistics
40052,1989,Programming,Computer Science
40428,2012,Marketing,Business
40428,2012,Data Analysis,Statistics
40428,2012,Project Management,Business
40428,2015,Web Development,Computer Science
40428,2015,Project Management,Business
40428,1998,Digital Marketing,Business
40428,1980,Web Development,Computer Science
40428,1980,Digital Marketing,Business
40428,1983,Web Development,Computer Science
40428,1983,Data Analysis,Statistics
40428,1983,Public Speaking,Communication
40428,1983,Digital Marketing,Business
90893,2014,Programming,Computer Science
90893,2002,Marketing,Business
90893,2018,Problem Solving,Mathematics
90893,2018,Creative Writing,Literature
90893,2018,Project Management,Business
90893,1993,Creative Writing,Literature
90893,1993,Graphic Design,Design
90893,1993,Digital Marketing,Business
90893,1993,Programming,Computer Science
42578,1991,Project Management,Business
42578,1991,Programming,Computer Science
42578,1985,Graphic Design,Design
42578,1985,Project Management,Business
42578,1985,Public Speaking,Communication
42578,1985,Programming,Computer Science
42578,1980,Creative Writing,Literature
42578,1980,Public Speaking,Communication
42578,1980,Project Management,Business
9968,2001,Problem Solving,Mathematics
9968,2001,Public Speaking,Communication
9968,1998,Problem Solving,Mathematics
9968,1998,Marketing,Business
9968,1998,Digital Marketing,Business
9968,1998,Programming,Computer Science
49437,1995,Data Analysis,Statistics
49437,1995,Digital Marketing,Business
49437,1987,Marketing,Business
49437,1987,Digital Marketing,Business
49437,1987,Public Speaking,Communication
49437,1987,Graphic Design,Design
49437,1980,Problem Solving,Mathematics
49437,1980,Web Development,Computer Science
49437,2018,Creative Writing,Literature
49437,2018,Data Analysis,Statistics
49437,2018,Graphic Design,Design
16456,2002,Graphic Design,Design
16456,2002,Project Management,Business
71929,1996,Graphic Design,Design
49408,1990,Problem Solving,Mathematics
49408,1990,Digital Marketing,Business
49408,1990,Data Analysis,Statistics
49408,1990,Programming,Computer Science
49408,2005,Web Development,Computer Science
49408,2005,Project Management,Business
49408,2005,Data Analysis,Statistics
49408,2005,Graphic Design,Design
38836,1989,Graphic Design,Design
38836,1989,Digital Marketing,Business
38836,1989,Data Analysis,Statistics
38836,1989,Public Speaking,Communication
38836,1989,Programming,Computer Science
38836,2003,Problem Solving,Mathematics
38836,2003,Creative Writing,Literature
38836,2003,Digital Marketing,Business
38836,2003,Programming,Computer Science
49226,1996,Marketing,Business
49226,1996,Web Development,Computer Science
49226,1996,Public Speaking,Communication
49226,1996,Graphic Design,Design
49226,1984,Data Analysis,Statistics
49226,1984,Digital Marketing,Business
49226,1984,Graphic Design,Design
49226,1984,Digital Marketing,Business
49226,2017,Problem Solving,Mathematics
49226,2017,Graphic Design,Design
49226,2017,Web Development,Computer Science
94284,2008,Web Development,Computer Science
94284,2008,Public Speaking,Communication
94284,1980,Web Development,Computer Science
94284,1980,Creative Writing,Literature
94284,1980,Public Speaking,Communication
94284,1980,Data Analysis,Statistics
94284,2004,Marketing,Business
94284,2004,Web Development,Computer Science
94284,2001,Problem Solving,Mathematics
94284,2001,Marketing,Business
94284,1980,Marketing,Business
94284,1980,Public Speaking,Communication
94284,1980,Data Analysis,Statistics
95790,1998,Web Development,Computer Science
95790,1998,Public Speaking,Communication
95790,1998,Digital Marketing,Business
95790,1998,Project Management,Business
95790,2001,Web Development,Computer Science
95790,2001,Marketing,Business
95790,2001,Project Management,Business
95790,2001,Programming,Computer Science
95790,1988,Web Development,Computer Science
95790,1988,Graphic Design,Design
95790,1988,Digital Marketing,Business
95790,1988,Public Speaking,Communication
95790,1982,Marketing,Business
95790,1982,Creative Writing,Literature
95790,1982,Project Management,Business
95790,1982,Graphic Design,Design
11239,2012,Digital Marketing,Business
11239,2012,Project Management,Business
11239,1982,Problem Solving,Mathematics
11239,1982,Web Development,Computer Science
11239,2007,Creative Writing,Literature
11239,2007,Public Speaking,Communication
11239,1997,Graphic Design,Design
11239,1997,Data Analysis,Statistics
11239,1997,Project Management,Business
11239,1989,Problem Solving,Mathematics
11239,1989,Public Speaking,Communication
11239,1989,Digital Marketing,Business
11239,1989,Project Management,Business
40072,2003,Project Management,Business
40072,2003,Programming,Computer Science
40072,1993,Problem Solving,Mathematics
40072,1993,Data Analysis,Statistics
40072,1993,Programming,Computer Science
19495,2015,Problem Solving,Mathematics
19495,2015,Marketing,Business
19495,2015,Public Speaking,Communication
19495,2015,Web Development,Computer Science
19495,1998,Problem Solving,Mathematics
19495,1998,Web Development,Computer Science
19495,1998,Public Speaking,Communication
19495,1991,Web Development,Computer Science
19495,1991,Digital Marketing,Business
19495,1991,Programming,Computer Science
19495,1990,Graphic Design,Design
19495,1990,Digital Marketing,Business
44658,2011,Web Development,Computer Science
44658,2011,Project Management,Business
44658,2004,Creative Writing,Literature
44658,2004,Graphic Design,Design
44658,2004,Web Development,Computer Science
16353,1997,Web Development,Computer Science
16353,1997,Graphic Design,Design
16353,1997,Digital Marketing,Business
16353,1997,Data Analysis,Statistics
16353,1997,Public Speaking,Communication
16353,2013,Graphic Design,Design
16353,2013,Data Analysis,Statistics
16353,1999,Creative Writing,Literature
16353,1999,Web Development,Computer Science
16353,1999,Data Analysis,Statistics
16353,1999,Project Management,Business
77267,2020,Web Development,Computer Science
77267,2020,Graphic Design,Design
77267,2020,Digital Marketing,Business
77267,2012,Creative Writing,Literature
77267,2012,Digital Marketing,Business
77267,2017,Web Development,Computer Science
77267,2017,Public Speaking,Communication
77267,2017,Project Management,Business
77267,2017,Programming,Computer Science
178,1980,Digital Marketing,Business
178,1990,Public Speaking,Communication
178,2019,Marketing,Business
178,2019,Problem Solving,Mathematics
178,2019,Public Speaking,Communication
178,1984,Marketing,Business
178,1984,Graphic Design,Design
178,1984,Web Development,Computer Science
178,1984,Digital Marketing,Business
178,1984,Problem Solving,Mathematics
178,2006,Data Analysis,Statistics
178,2006,Public Speaking,Communication
44300,1993,Creative Writing,Literature
44300,1993,Marketing,Business
44300,1993,Web Development,Computer Science
44300,2003,Graphic Design,Design
44300,2003,Project Management,Business
44300,1999,Creative Writing,Literature
44300,1985,Graphic Design,Design
44300,1985,Digital Marketing,Business
44300,1985,Public Speaking,Communication
44300,2013,Problem Solving,Mathematics
44300,2013,Web Development,Computer Science
44300,2013,Data Analysis,Statistics
84709,1996,Marketing,Business
84709,1996,Project Management,Business
84709,2003,Problem Solving,Mathematics
84709,2003,Creative Writing,Literature
84709,2003,Data Analysis,Statistics
84709,2006,Marketing,Business
84709,2006,Problem Solving,Mathematics
84709,2006,Data Analysis,Statistics
40039,2005,Marketing,Business
40039,2005,Web Development,Computer Science
40039,2005,Problem Solving,Mathematics
40039,2005,Data Analysis,Statistics
40039,2005,Project Management,Business
40039,1985,Problem Solving,Mathematics
40039,2008,Problem Solving,Mathematics
40039,2008,Creative Writing,Literature
40039,2008,Digital Marketing,Business
40039,2008,Public Speaking,Communication
40039,1984,Marketing,Business
40039,1984,Data Analysis,Statistics
40039,1984,Graphic Design,Design
40039,1997,Marketing,Business
42193,1985,Marketing,Business
42193,1985,Digital Marketing,Business
42193,1985,Project Management,Business
42193,1985,Public Speaking,Communication
42193,2014,Marketing,Business
42193,2014,Web Development,Computer Science
42193,2014,Problem Solving,Mathematics
42193,2014,Graphic Design,Design
42193,1995,Web Development,Computer Science
42193,1995,Digital Marketing,Business
42193,2007,Project Management,Business
22433,2005,Marketing,Business
22433,2005,Data Analysis,Statistics
92147,2005,Graphic Design,Design
92147,2011,Digital Marketing,Business
63939,1983,Web Development,Computer Science
63939,1982,Public Speaking,Communication
63939,1982,Project Management,Business
63939,2007,Creative Writing,Literature
63939,2007,Marketing,Business
63939,1987,Creative Writing,Literature
63939,1987,Project Management,Business
63939,1987,Data Analysis,Statistics
63939,1987,Programming,Computer Science
98577,1983,Creative Writing,Literature
98577,1983,Graphic Design,Design
98577,1981,Web Development,Computer Science
98577,1997,Programming,Computer Science
98577,2020,Problem Solving,Mathematics
98577,2020,Creative Writing,Literature
98577,2020,Project Management,Business
98577,2009,Problem Solving,Mathematics
98577,2009,Marketing,Business
98577,2009,Project Management,Business
89481,2013,Project Management,Business
89481,1991,Creative Writing,Literature
89481,1991,Public Speaking,Communication
89481,1991,Project Management,Business
89481,1991,Digital Marketing,Business
89481,2016,Marketing,Business
89481,2016,Programming,Computer Science
89481,2016,Graphic Design,Design
89481,2013,Web Development,Computer Science
89481,2013,Digital Marketing,Business
89481,2013,Graphic Design,Design
89481,1998,Creative Writing,Literature
89481,1998,Programming,Computer Science
86382,2012,Graphic Design,Design
86382,2012,Project Management,Business
86382,2012,Digital Marketing,Business
86382,2012,Programming,Computer Science
88151,1980,Web Development,Computer Science
88151,1980,Marketing,Business
88151,1980,Data Analysis,Statistics
88151,2021,Creative Writing,Literature
88151,2021,Digital Marketing,Business
88151,2021,Public Speaking,Communication
88151,1981,Marketing,Business
2550,1994,Problem Solving,Mathematics
2550,1994,Project Management,Business
2550,2022,Problem Solving,Mathematics
2550,2022,Data Analysis,Statistics
2550,1985,Web Development,Computer Science
2550,1985,Problem Solving,Mathematics
2550,1985,Public Speaking,Communication
2550,1985,Programming,Computer Science
2550,1985,Project Management,Business
2550,1985,Graphic Design,Design
2550,1985,Project Management,Business
2550,1995,Problem Solving,Mathematics
2550,1995,Graphic Design,Design
2550,1995,Data Analysis,Statistics
60204,1981,Graphic Design,Design
60204,1985,Web Development,Computer Science
60204,1985,Creative Writing,Literature
60204,1985,Programming,Computer Science
60204,1998,Public Speaking,Communication
60204,1998,Digital Marketing,Business
60204,1998,Programming,Computer Science
60204,1982,Problem Solving,Mathematics
60204,1982,Graphic Design,Design
60204,1982,Programming,Computer Science
60204,1982,Creative Writing,Literature
60204,2009,Public Speaking,Communication
60204,2009,Programming,Computer Science
20012,2005,Web Development,Computer Science
20012,2005,Graphic Design,Design
20012,2005,Project Management,Business
20012,2005,Data Analysis,Statistics
20012,2013,Web Development,Computer Science
20012,2013,Creative Writing,Literature
20012,2013,Graphic Design,Design
20012,2013,Data Analysis,Statistics
20012,2013,Public Speaking,Communication
20012,1987,Programming,Computer Science
20012,1998,Web Development,Computer Science
20012,1998,Data Analysis,Statistics
20012,1983,Creative Writing,Literature
20012,1983,Graphic Design,Design
20012,1983,Public Speaking,Communication
20012,1983,Marketing,Business
14993,1983,Problem Solving,Mathematics
14993,1983,Graphic Design,Design
14993,1983,Public Speaking,Communication
14993,1984,Graphic Design,Design
14993,1984,Data Analysis,Statistics
14993,1989,Problem Solving,Mathematics
14993,1993,Web Development,Computer Science
14993,1993,Project Management,Business
20020,1999,Marketing,Business
20020,1999,Creative Writing,Literature
20020,1999,Problem Solving,Mathematics
20020,1999,Data Analysis,Statistics
20020,1999,Programming,Computer Science
20020,2011,Problem Solving,Mathematics
20020,2011,Programming,Computer Science
20020,2011,Graphic Design,Design
20020,1984,Problem Solving,Mathematics
20020,1984,Graphic Design,Design
20020,1984,Digital Marketing,Business
20020,1984,Marketing,Business
20020,1990,Problem Solving,Mathematics
20020,1990,Creative Writing,Literature
20020,1990,Project Management,Business
20853,1991,Marketing,Business
61655,2017,Programming,Computer Science
61655,1987,Web Development,Computer Science
61655,1987,Programming,Computer Science
17358,2017,Graphic Design,Design
17358,2017,Digital Marketing,Business
17358,2017,Programming,Computer Science
17358,1986,Web Development,Computer Science
17358,1986,Public Speaking,Communication
17358,2017,Creative Writing,Literature
17358,2017,Project Management,Business
17358,2017,Public Speaking,Communication
17358,2017,Programming,Computer Science
96411,1989,Marketing,Business
96411,1989,Project Management,Business
96411,1989,Graphic Design,Design
96411,1997,Creative Writing,Literature
96411,1997,Problem Solving,Mathematics
96411,1997,Programming,Computer Science
4573,2016,Problem Solving,Mathematics
4573,2016,Web Development,Computer Science
4573,2016,Project Management,Business
4573,2011,Web Development,Computer Science
4573,2011,Public Speaking,Communication
4573,2011,Programming,Computer Science
54826,1992,Marketing,Business
54826,1992,Web Development,Computer Science
54826,1992,Graphic Design,Design
54826,2008,Creative Writing,Literature
54826,2008,Web Development,Computer Science
54826,2008,Data Analysis,Statistics
54826,2008,Programming,Computer Science
54826,2008,Project Management,Business
54826,2001,Creative Writing,Literature
54826,2001,Web Development,Computer Science
54826,2001,Project Management,Business
54826,2001,Programming,Computer Science
28177,2019,Digital Marketing,Business
28177,2019,Public Speaking,Communication
28177,2019,Programming,Computer Science
28177,2005,Creative Writing,Literature
28177,2005,Web Development,Computer Science
72175,1990,Graphic Design,Design
72175,1990,Project Management,Business
72175,1990,Public Speaking,Communication
72175,1990,Programming,Computer Science
72175,1986,Graphic Design,Design
55891,1982,Graphic Design,Design
55891,1982,Web Development,Computer Science
55891,2008,Project Management,Business
55891,2019,Marketing,Business
6285,2022,Problem Solving,Mathematics
6285,2014,Marketing,Business
6285,2014,Web Development,Computer Science
6285,2014,Graphic Design,Design
6285,2014,Public Speaking,Communication
6285,2014,Project Management,Business
6285,2002,Data Analysis,Statistics
6285,2002,Public Speaking,Communication
6285,1990,Problem Solving,Mathematics
6285,1990,Project Management,Business
6285,1993,Creative Writing,Literature
6285,1993,Marketing,Business
6285,1993,Project Management,Business
6285,1993,Digital Marketing,Business
69089,2006,Project Management,Business
69089,2008,Problem Solving,Mathematics
69089,2008,Creative Writing,Literature
69089,2008,Digital Marketing,Business
69089,2008,Graphic Design,Design
69089,2017,Marketing,Business
69089,2017,Web Development,Computer Science
69089,2017,Project Management,Business
69089,1985,Creative Writing,Literature
69089,1985,Problem Solving,Mathematics
69089,1985,Programming,Computer Science
36221,2010,Problem Solving,Mathematics
36221,2010,Creative Writing,Literature
36221,2010,Data Analysis,Statistics
36221,2010,Programming,Computer Science
94219,1997,Problem Solving,Mathematics
94219,1997,Data Analysis,Statistics
94219,2006,Project Management,Business
94219,2006,Public Speaking,Communication
94219,2014,Project Management,Business
94219,2014,Digital Marketing,Business
94219,1986,Marketing,Business
94219,1986,Creative Writing,Literature
94219,1984,Problem Solving,Mathematics
94219,1984,Data Analysis,Statistics
94219,1984,Project Management,Business
94219,1984,Digital Marketing,Business
42214,1983,Creative Writing,Literature
42214,1983,Web Development,Computer Science
42214,1983,Digital Marketing,Business
42214,1983,Data Analysis,Statistics
42214,1983,Project Management,Business
42214,2000,Marketing,Business
42214,2000,Project Management,Business
42214,2000,Programming,Computer Science
42214,2006,Marketing,Business
42214,2003,Graphic Design,Design
42214,2003,Digital Marketing,Business
42214,2015,Marketing,Business
42214,2015,Data Analysis,Statistics
42214,2015,Project Management,Business
42214,2015,Digital Marketing,Business
13038,2017,Creative Writing,Literature
13038,2017,Problem Solving,Mathematics
13038,2017,Project Management,Business
13038,2017,Marketing,Business
13038,2009,Web Development,Computer Science
13038,2009,Data Analysis,Statistics
13038,2000,Project Management,Business
13038,2000,Data Analysis,Statistics
21813,1982,Problem Solving,Mathematics
21813,1982,Project Management,Business
21813,1982,Digital Marketing,Business
10303,2022,Web Development,Computer Science
10303,2022,Marketing,Business
10303,2022,Data Analysis,Statistics
10303,2022,Programming,Computer Science
10303,1995,Digital Marketing,Business
79028,1992,Problem Solving,Mathematics
79028,1992,Marketing,Business
79028,1992,Public Speaking,Communication
79028,1992,Project Management,Business
79028,2010,Problem Solving,Mathematics
79028,2010,Web Development,Computer Science
79028,2010,Data Analysis,Statistics
80736,2022,Problem Solving,Mathematics
80736,2022,Public Speaking,Communication
80736,2017,Data Analysis,Statistics
80736,2017,Programming,Computer Science
57397,2004,Graphic Design,Design
57397,2004,Project Management,Business
41257,2021,Creative Writing,Literature
41257,2021,Data Analysis,Statistics
41257,2021,Public Speaking,Communication
41257,2021,Programming,Computer Science
41257,2021,Project Management,Business
41257,2006,Creative Writing,Literature
41257,2006,Graphic Design,Design
41257,2006,Digital Marketing,Business
41257,2006,Project Management,Business
41257,1988,Problem Solving,Mathematics
41257,1988,Marketing,Business
41257,1988,Creative Writing,Literature
41257,2005,Digital Marketing,Business
41257,2005,Data Analysis,Statistics
59610,1983,Problem Solving,Mathematics
59610,2006,Creative Writing,Literature
59610,2006,Digital Marketing,Business
59610,2006,Data Analysis,Statistics
59610,2011,Public Speaking,Communication
59610,1998,Web Development,Computer Science
59610,1998,Data Analysis,Statistics
59610,1998,Programming,Computer Science
59610,1996,Problem Solving,Mathematics
59610,1996,Web Development,Computer Science
59610,1996,Project Management,Business
59610,1996,Programming,Computer Science
53104,2008,Problem Solving,Mathematics
53104,2008,Data Analysis,Statistics
53104,2012,Problem Solving,Mathematics
53104,1991,Project Management,Business
53104,1998,Problem Solving,Mathematics
53104,1998,Project Management,Business
53104,1985,Data Analysis,Statistics
53104,1985,Digital Marketing,Business
64445,2014,Creative Writing,Literature
64445,2014,Problem Solving,Mathematics
64445,2014,Project Management,Business
64445,2008,Marketing,Business
64445,1998,Programming,Computer Science
64445,2007,Data Analysis,Statistics
73004,1983,Project Management,Business
73004,1983,Programming,Computer Science
73004,1988,Project Management,Business
73004,1988,Data Analysis,Statistics
73004,1988,Programming,Computer Science
73004,2012,Web Development,Computer Science
73004,2011,Marketing,Business
73004,2011,Problem Solving,Mathematics
73004,2011,Digital Marketing,Business
73004,2011,Project Management,Business
88715,1993,Marketing,Business
88715,1993,Graphic Design,Design
88715,1993,Digital Marketing,Business
88715,1993,Data Analysis,Statistics
88715,1993,Public Speaking,Communication
88715,2010,Creative Writing,Literature
88715,2010,Graphic Design,Design
88715,2010,Programming,Computer Science
88715,1984,Web Development,Computer Science
88715,2012,Public Speaking,Communication
88715,2012,Digital Marketing,Business
88715,2003,Creative Writing,Literature
88715,2003,Web Development,Computer Science
18366,1986,Marketing,Business
18366,1986,Creative Writing,Literature
18366,1986,Web Development,Computer Science
18366,1986,Problem Solving,Mathematics
18366,1986,Data Analysis,Statistics
40663,1996,Digital Marketing,Business
40663,1996,Programming,Computer Science
40663,2011,Public Speaking,Communication
40663,2019,Public Speaking,Communication
40663,2019,Digital Marketing,Business
40663,1983,Project Management,Business
40663,2022,Web Development,Computer Science
2288,2013,Marketing,Business
2288,2013,Graphic Design,Design
2288,2013,Digital Marketing,Business
2288,2013,Problem Solving,Mathematics
2288,1993,Web Development,Computer Science
2288,1993,Project Management,Business
2288,1993,Public Speaking,Communication
2288,1993,Data Analysis,Statistics
74746,2021,Web Development,Computer Science
99293,2000,Problem Solving,Mathematics
99293,2000,Creative Writing,Literature
99293,1980,Marketing,Business
99293,1980,Problem Solving,Mathematics
99293,1980,Web Development,Computer Science
99293,1980,Public Speaking,Communication
99293,1983,Web Development,Computer Science
99293,1983,Problem Solving,Mathematics
99293,1983,Public Speaking,Communication
16200,2015,Programming,Computer Science
16200,2015,Creative Writing,Literature
16200,2015,Data Analysis,Statistics
16200,2015,Digital Marketing,Business
16200,2015,Programming,Computer Science
16200,2012,Problem Solving,Mathematics
16200,2012,Digital Marketing,Business
16200,2012,Project Management,Business
16200,2018,Public Speaking,Communication
16200,2018,Digital Marketing,Business
16200,2018,Graphic Design,Design
10661,2003,Digital Marketing,Business
10661,1988,Problem Solving,Mathematics
10661,1988,Marketing,Business
10661,1988,Project Management,Business
10661,1988,Data Analysis,Statistics
91975,1994,Marketing,Business
91975,1994,Creative Writing,Literature
91975,1994,Web Development,Computer Science
91975,1994,Data Analysis,Statistics
91975,1994,Public Speaking,Communication
76268,1981,Project Management,Business
76268,2006,Public Speaking,Communication
48608,1997,Problem Solving,Mathematics
48608,1997,Data Analysis,Statistics
48608,1997,Project Management,Business
48608,1997,Programming,Computer Science
48608,1997,Public Speaking,Communication
48608,1997,Digital Marketing,Business
48608,1997,Programming,Computer Science
48608,1997,Graphic Design,Design
