Job_ID,Role,Salary,Location,Type,Status,Company_ID
34053,Network Technician,2497600,"Dar es Salaam, Tanzania",job_type.remote_full_time,job_status.vacant,30168
28110,Occupational Health and Safety Specialist,8661900,"Jersey City, USA",job_type.onsite_full_time,job_status.vacant,78858
12812,Insurance Underwriter,576700,"Budapest, Hungary",job_type.onsite_full_time,job_status.vacant,42699
65304,Accountant,5729800,"Irvine, USA",job_type.onsite_part_time,job_status.vacant,33314
92882,User Experience Researcher,4041600,"North Las Vegas, USA",job_type.onsite_full_time,job_status.vacant,41113
63951,Cybersecurity Analyst,1568600,"San Francisco, USA",job_type.remote_part_time,job_status.vacant,68372
51431,Customer Success Manager,2895000,"Jacksonville, USA",job_type.onsite_full_time,job_status.vacant,92703
54361,Market Research Analyst,2832800,"Hyderabad, India",job_type.onsite_full_time,job_status.vacant,54580
71346,Operations Analyst,8095200,"Columbus, USA",job_type.remote_full_time,job_status.vacant,30849
80996,Logistics Coordinator,5815500,"Dubai, UAE",job_type.onsite_full_time,job_status.vacant,78012
94560,Business Development Executive,490800,"Bogotá, Colombia",job_type.remote_full_time,job_status.vacant,30168
68964,IT Manager,7079100,"Kansas City, USA",job_type.onsite_full_time,job_status.vacant,53473
20562,Data Entry Specialist,308200,"Doha, Qatar",job_type.remote_full_time,job_status.vacant,13224
70954,Legal Researcher,3728900,"Los Angeles, USA",job_type.onsite_full_time,job_status.vacant,74627
84786,HR Assistant,7752700,"Seville, Spain",job_type.onsite_part_time,job_status.vacant,47377
39863,Web Developer,5556800,"Minneapolis, USA",job_type.remote_part_time,job_status.vacant,86459
30205,Systems Engineer,4702700,"Fontana, USA",job_type.onsite_part_time,job_status.vacant,86964
42451,Compliance Officer,2788500,"Istanbul, Turkey",job_type.onsite_full_time,job_status.vacant,26800
66326,Marketing Assistant,9710600,"Tel Aviv, Israel",job_type.onsite_full_time,job_status.vacant,36114
1862,Civil Engineer,1944700,"Nairobi, Kenya",job_type.remote_full_time,job_status.vacant,96978
74853,Technical Support Specialist,5119700,"Minneapolis, USA",job_type.remote_part_time,job_status.vacant,85932
9915,Financial Auditor,9056800,"Fort Wayne, USA",job_type.remote_part_time,job_status.vacant,61419
43875,IT Consultant,5093700,"San Francisco, USA",job_type.onsite_part_time,job_status.vacant,33956
66501,Financial Controller,8245200,"Charlotte, USA",job_type.remote_full_time,job_status.vacant,91834
31336,Physician Assistant,3895600,"Nairobi, Kenya",job_type.remote_part_time,job_status.vacant,20821
13875,Business Analyst,6140500,"Indianapolis, USA",job_type.remote_full_time,job_status.vacant,65826
41019,Digital Marketing Manager,5637900,"Bakersfield, USA",job_type.onsite_full_time,job_status.vacant,7895
63871,Supply Chain Manager,4932600,"Singapore City, Singapore",job_type.remote_part_time,job_status.vacant,7581
7315,Account Manager,7867800,"Tulsa, USA",job_type.remote_part_time,job_status.vacant,97781
45177,Administrative Assistant,9921900,"Anaheim, USA",job_type.onsite_part_time,job_status.vacant,96088
34274,Digital Marketing Specialist,7814900,"Bakersfield, USA",job_type.onsite_full_time,job_status.vacant,30849
98151,Electrical Engineer,5310600,"New Orleans, USA",job_type.onsite_part_time,job_status.vacant,78012
50886,IT Consultant,6382000,"Spokane, USA",job_type.onsite_full_time,job_status.vacant,13224
46061,Web Developer,9405200,"Mesa, USA",job_type.remote_part_time,job_status.vacant,70357
19581,Network Engineer,2953600,"Minneapolis, USA",job_type.onsite_part_time,job_status.vacant,51383
48244,Financial Analyst,5169400,"Winston-Salem, USA",job_type.onsite_full_time,job_status.vacant,95439
62905,Electrician,6717000,"Lisbon, Portugal",job_type.onsite_full_time,job_status.vacant,11273
85851,Interior Designer,8238800,"Doha, Qatar",job_type.onsite_part_time,job_status.vacant,21577
65271,Interior Designer,8478600,"Austin, USA",job_type.remote_full_time,job_status.vacant,55811
6346,Web Developer,1350400,"Seoul, South Korea",job_type.onsite_full_time,job_status.vacant,10552
84441,Dental Assistant,2304600,"Honolulu, USA",job_type.remote_part_time,job_status.vacant,67443
1836,Legal Secretary,2183400,"Houston, USA",job_type.onsite_full_time,job_status.vacant,83429
92655,Investment Advisor,670500,"Adelaide, Australia",job_type.remote_full_time,job_status.vacant,86964
38505,Event Coordinator,2119300,"San Antonio, USA",job_type.remote_part_time,job_status.vacant,46487
6,Tax Preparer,508400,"Kyoto, Japan",job_type.remote_part_time,job_status.vacant,73536
13512,Insurance Broker,9024900,"Virginia Beach, USA",job_type.onsite_full_time,job_status.vacant,55952
92548,HR Director,6838500,"Chula Vista, USA",job_type.onsite_part_time,job_status.vacant,50242
97323,Content Manager,5773000,"Cologne, Germany",job_type.onsite_part_time,job_status.vacant,91834
82969,IT Project Manager,6916400,"Prague, Czech Republic",job_type.onsite_full_time,job_status.vacant,24846
93016,Project Coordinator,5439000,"Irvine, USA",job_type.remote_part_time,job_status.vacant,49332
3086,Medical Laboratory Technician,5130000,"Saint Petersburg, Russia",job_type.onsite_full_time,job_status.vacant,16977
1332,Business Systems Analyst,342700,"Manchester, England",job_type.onsite_part_time,job_status.vacant,14519
34524,HR Coordinator,8154700,"Minneapolis, USA",job_type.onsite_full_time,job_status.vacant,80204
27254,Insurance Agent,7594800,"Seville, Spain",job_type.onsite_part_time,job_status.vacant,11273
30860,Market Research Manager,189200,"Dublin, Ireland",job_type.onsite_part_time,job_status.vacant,3515
42102,Production Supervisor,2531500,"Baton Rouge, USA",job_type.remote_part_time,job_status.vacant,24444
30719,Architect,450700,"Jaipur, India",job_type.onsite_part_time,job_status.vacant,18927
25460,Research Assistant,7941000,"Laredo, USA",job_type.remote_part_time,job_status.vacant,73076
64775,Marketing Specialist,8907200,"Honolulu, USA",job_type.remote_full_time,job_status.vacant,92591
86289,Legal Secretary,1927900,"Auckland, New Zealand",job_type.onsite_full_time,job_status.vacant,57047
19897,Insurance Underwriter,9437400,"Tel Aviv, Israel",job_type.onsite_part_time,job_status.vacant,5807
96678,Speech-Language Pathologist,818500,"Copenhagen, Denmark",job_type.remote_full_time,job_status.vacant,59703
21230,Healthcare Administrator,6274200,"Oslo, Norway",job_type.onsite_part_time,job_status.vacant,69081
78765,UX Designer,8202600,"Saint Petersburg, Russia",job_type.remote_part_time,job_status.vacant,23595
81497,Legal Researcher,5936200,"Brasília, Brazil",job_type.onsite_full_time,job_status.vacant,68386
90997,User Experience Researcher,205500,"Austin, USA",job_type.onsite_full_time,job_status.vacant,13224
17740,Data Entry Specialist,1769200,"Nice, France",job_type.onsite_part_time,job_status.vacant,4960
49679,Social Media Specialist,6046600,"Sydney, Australia",job_type.onsite_part_time,job_status.vacant,78012
23594,Registered Nurse,6125600,"Istanbul, Turkey",job_type.onsite_part_time,job_status.vacant,4960
27522,Business Development Executive,8882500,"Winston-Salem, USA",job_type.onsite_part_time,job_status.vacant,30980
74600,Medical Technologist,3213000,"Dublin, Ireland",job_type.remote_full_time,job_status.vacant,51056
70282,Occupational Therapist,6570600,"Anaheim, USA",job_type.remote_part_time,job_status.vacant,39786
92866,Multimedia Artist,7680100,"Oxnard, USA",job_type.remote_part_time,job_status.vacant,34103
24548,Content Manager,8911400,"Moreno Valley, USA",job_type.remote_part_time,job_status.vacant,92029
78229,Business Development Manager,3794500,"Indianapolis, USA",job_type.remote_full_time,job_status.vacant,71313
13285,Data Analyst,3266800,"Ho Chi Minh City, Vietnam",job_type.remote_part_time,job_status.vacant,5857
64747,Sales Representative,2240900,"Fresno, USA",job_type.onsite_part_time,job_status.vacant,71313
22807,IT Support Specialist,1950900,"Santa Ana, USA",job_type.onsite_part_time,job_status.vacant,34103
91223,Financial Analyst,5583400,"Reno, USA",job_type.remote_part_time,job_status.vacant,69486
85293,Multimedia Artist,5481600,"Rio de Janeiro, Brazil",job_type.remote_part_time,job_status.vacant,30442
22799,Business Development Manager,4579100,"St. Paul, USA",job_type.onsite_full_time,job_status.vacant,39178
57494,Recruiting Coordinator,8078700,"Tokyo, Japan",job_type.onsite_part_time,job_status.vacant,69992
43175,Medical Laboratory Technician,3521400,"Mesa, USA",job_type.onsite_part_time,job_status.vacant,86480
2500,Talent Manager,7539300,"Barcelona, Spain",job_type.remote_full_time,job_status.vacant,86112
23525,Real Estate Agent,4757900,"Saint Petersburg, Russia",job_type.onsite_full_time,job_status.vacant,46487
26935,Sales Support Specialist,6241600,"Budapest, Hungary",job_type.remote_full_time,job_status.vacant,13005
62153,Brand Strategist,7977100,"Columbus, USA",job_type.remote_part_time,job_status.vacant,80204
65472,Human Resources Manager,3228900,"Pittsburgh, USA",job_type.onsite_part_time,job_status.vacant,7912
88855,Customer Support Specialist,2671700,"Guangzhou, China",job_type.onsite_full_time,job_status.vacant,87206
1608,Supply Chain Analyst,3282000,"New York City, USA",job_type.onsite_full_time,job_status.vacant,3515
49806,Marketing Specialist,2279800,"Mexico City, Mexico",job_type.remote_part_time,job_status.vacant,67360
97475,Network Security Engineer,7257200,"Irving, USA",job_type.onsite_full_time,job_status.vacant,80204
48489,Dental Hygienist,5844400,"Pittsburgh, USA",job_type.remote_full_time,job_status.vacant,35871
34924,Financial Analyst,267900,"Amsterdam, Netherlands",job_type.remote_full_time,job_status.vacant,27611
82707,Interior Decorator,1684400,"Wichita, USA",job_type.remote_full_time,job_status.vacant,86112
16722,Financial Auditor,1592100,"Florence, Italy",job_type.remote_full_time,job_status.vacant,32233
84059,Investment Analyst,5887000,"Oslo, Norway",job_type.onsite_full_time,job_status.vacant,51497
14421,Legal Secretary,608700,"Phoenix, USA",job_type.remote_full_time,job_status.vacant,99149
27199,Dental Assistant,2977600,"Stockton, USA",job_type.remote_part_time,job_status.vacant,21541
63112,Network Administrator,7812200,"New York City, USA",job_type.onsite_part_time,job_status.vacant,75639
22528,Business Development Coordinator,7031900,"Riverside, USA",job_type.remote_full_time,job_status.vacant,15701
74365,Copywriter,6277500,"Dallas, USA",job_type.remote_part_time,job_status.vacant,78189
3924,Digital Marketing Specialist,5920000,"Newark, USA",job_type.remote_part_time,job_status.vacant,67443
21793,Public Relations Specialist,8239000,"Lisbon, Portugal",job_type.remote_full_time,job_status.vacant,5807
96691,Content Writer,5200100,"Anaheim, USA",job_type.onsite_full_time,job_status.vacant,68386
28928,Social Worker,613200,"Toronto, Canada",job_type.remote_part_time,job_status.vacant,71313
14290,Medical Records Clerk,3334500,"Manchester, England",job_type.remote_full_time,job_status.vacant,36114
80887,HR Recruiter,8285400,"Budapest, Hungary",job_type.onsite_part_time,job_status.vacant,33344
51181,IT Consultant,8232000,"Abuja, Nigeria",job_type.onsite_full_time,job_status.vacant,96580
36838,Systems Analyst,6666700,"Vienna, Austria",job_type.onsite_full_time,job_status.vacant,74627
54129,Database Administrator,2713700,"Richmond, USA",job_type.onsite_part_time,job_status.vacant,16959
19487,Insurance Claims Adjuster,9579000,"Shanghai, China",job_type.onsite_part_time,job_status.vacant,38390
75147,Teacher,4220400,"Aurora, USA",job_type.onsite_part_time,job_status.vacant,45744
99057,Customer Experience Manager,1252800,"Durham, USA",job_type.onsite_part_time,job_status.vacant,13250
46692,Digital Marketing Specialist,6946900,"Oxnard, USA",job_type.remote_full_time,job_status.vacant,86112
92236,Investment Advisor,8520800,"Portland, USA",job_type.remote_full_time,job_status.vacant,51383
83163,Event Coordinator,2150900,"Orlando, USA",job_type.onsite_part_time,job_status.vacant,5807
62515,Legal Secretary,8994100,"San Antonio, USA",job_type.remote_full_time,job_status.vacant,90935
7926,Insurance Claims Adjuster,773500,"Birmingham, USA",job_type.onsite_full_time,job_status.vacant,7912
99162,Supply Chain Manager,4129500,"San Antonio, USA",job_type.onsite_part_time,job_status.vacant,96236
18674,Project Coordinator,5627200,"Tampa, USA",job_type.onsite_full_time,job_status.vacant,5857
36854,Talent Acquisition Specialist,4471700,"Shanghai, China",job_type.remote_part_time,job_status.vacant,65906
21092,Occupational Health and Safety Specialist,8019700,"Huntington Beach, USA",job_type.remote_full_time,job_status.vacant,99820
79278,Business Systems Analyst,5115800,"Cairo, Egypt",job_type.remote_part_time,job_status.vacant,37092
19451,Quality Assurance Engineer,4473000,"Seoul, South Korea",job_type.onsite_part_time,job_status.vacant,33344
80999,Medical Laboratory Technician,704700,"Aurora, USA",job_type.remote_part_time,job_status.vacant,45744
91832,IT Project Manager,6032300,"Edinburgh, Scotland",job_type.onsite_full_time,job_status.vacant,11922
43003,Logistics Coordinator,5814700,"Reno, USA",job_type.remote_full_time,job_status.vacant,90020
33181,IT Auditor,3362200,"Tucson, USA",job_type.remote_part_time,job_status.vacant,90216
53082,Accountant,5523100,"Irving, USA",job_type.onsite_full_time,job_status.vacant,60146
72188,Insurance Agent,2913900,"Mumbai, India",job_type.remote_part_time,job_status.vacant,29425
65432,Market Research Assistant,9848600,"Bucharest, Romania",job_type.onsite_full_time,job_status.vacant,65906
4071,Legal Assistant,3840600,"Bangkok, Thailand",job_type.onsite_full_time,job_status.vacant,78607
65746,Market Research Manager,1480800,"Porto, Portugal",job_type.remote_part_time,job_status.vacant,32233
58876,Business Development Manager,1018800,"Arlington, USA",job_type.remote_part_time,job_status.vacant,87183
54974,Network Security Engineer,7798200,"Mesa, USA",job_type.onsite_full_time,job_status.vacant,85993
27455,Business Operations Manager,9917200,"Vancouver, Canada",job_type.onsite_full_time,job_status.vacant,66809
65664,Talent Acquisition Specialist,6303600,"Cape Town, South Africa",job_type.remote_part_time,job_status.vacant,61508
51810,Systems Administrator,4799000,"Marseille, France",job_type.onsite_part_time,job_status.vacant,16365
5199,Marketing Coordinator,8773100,"Hong Kong, China",job_type.remote_part_time,job_status.vacant,16959
18030,Business Development Manager,9793600,"Athens, Greece",job_type.onsite_full_time,job_status.vacant,90935
11158,Project Coordinator,3984400,"Bogotá, Colombia",job_type.remote_part_time,job_status.vacant,16365
19091,Market Research Manager,7017400,"Cape Town, South Africa",job_type.onsite_full_time,job_status.vacant,66809
34523,Public Relations Coordinator,7497400,"Lubbock, USA",job_type.remote_part_time,job_status.vacant,3515
29358,Product Marketing Manager,8568200,"Chula Vista, USA",job_type.remote_full_time,job_status.vacant,96088
66075,Market Research Assistant,1671000,"Fresno, USA",job_type.remote_part_time,job_status.vacant,48155
80321,Legal Secretary,1897200,"Aurora, USA",job_type.remote_full_time,job_status.vacant,48827
36891,Medical Records Clerk,457000,"Chandler, USA",job_type.onsite_full_time,job_status.vacant,41536
82093,Data Scientist,458300,"Dallas, USA",job_type.remote_part_time,job_status.vacant,38562
31024,Data Analyst,8216400,"Dallas, USA",job_type.onsite_full_time,job_status.vacant,55811
86538,Financial Analyst,8453900,"Des Moines, USA",job_type.remote_part_time,job_status.vacant,75068
45216,Market Research Assistant,9241100,"Honolulu, USA",job_type.remote_full_time,job_status.vacant,50242
32541,Product Marketing Manager,7441200,"Minneapolis, USA",job_type.onsite_part_time,job_status.vacant,86812
98615,Software Developer,1067700,"New York City, USA",job_type.remote_part_time,job_status.vacant,33344
40584,IT Technician,4680000,"Hialeah, USA",job_type.remote_part_time,job_status.vacant,57319
24070,IT Project Manager,9604900,"Manchester, England",job_type.onsite_full_time,job_status.vacant,2563
22110,Financial Controller,1267000,"Washington D.C., USA",job_type.remote_full_time,job_status.vacant,71576
71128,Legal Assistant,9188600,"Berlin, Germany",job_type.onsite_full_time,job_status.vacant,85993
81052,Financial Analyst,7037600,"Xi'an, China",job_type.remote_part_time,job_status.vacant,11153
87269,Pharmacist,1644700,"Cleveland, USA",job_type.remote_part_time,job_status.vacant,23595
12906,Customer Service Representative,9298200,"Florence, Italy",job_type.remote_full_time,job_status.vacant,86459
89459,Medical Office Manager,8640100,"Albuquerque, USA",job_type.remote_full_time,job_status.vacant,30273
12242,Copywriter,1390900,"Paris, France",job_type.remote_full_time,job_status.vacant,26800
1198,Customer Success Manager,6091800,"Reno, USA",job_type.remote_full_time,job_status.vacant,41536
15889,Physical Therapist,8300900,"Des Moines, USA",job_type.remote_part_time,job_status.vacant,96978
61524,Operations Coordinator,6669200,"Boston, USA",job_type.remote_full_time,job_status.vacant,47262
25706,Real Estate Agent,3065900,"Lima, Peru",job_type.onsite_full_time,job_status.vacant,23704
88161,Business Development Manager,4725800,"Warsaw, Poland",job_type.onsite_full_time,job_status.vacant,81035
94363,IT Manager,2894600,"Marrakech, Morocco",job_type.onsite_part_time,job_status.vacant,74091
28495,Data Analyst,4759500,"Laredo, USA",job_type.remote_full_time,job_status.vacant,64293
95994,HR Generalist,9979200,"Norfolk, USA",job_type.onsite_part_time,job_status.vacant,73076
88950,HR Director,1541300,"Oslo, Norway",job_type.remote_full_time,job_status.vacant,75068
113,Construction Manager,495900,"Milwaukee, USA",job_type.remote_full_time,job_status.vacant,30980
53881,Technical Support Engineer,826800,"Milwaukee, USA",job_type.onsite_full_time,job_status.vacant,36732
48391,Market Research Assistant,8490300,"Paris, France",job_type.onsite_full_time,job_status.vacant,86480
37195,Health Educator,6594000,"Lisbon, Portugal",job_type.onsite_part_time,job_status.vacant,71576
48898,Executive Assistant,4726800,"Madison, USA",job_type.remote_part_time,job_status.vacant,50497
12138,Web Developer,5591800,"Lincoln, USA",job_type.onsite_part_time,job_status.vacant,19056
7021,Architect,7605700,"Florence, Italy",job_type.onsite_full_time,job_status.vacant,45723
15718,Technical Writer,9845400,"Lyon, France",job_type.onsite_full_time,job_status.vacant,38802
4177,Insurance Claims Adjuster,2465400,"Bangkok, Thailand",job_type.onsite_full_time,job_status.vacant,24444
75920,Social Media Manager,9630500,"Amsterdam, Netherlands",job_type.remote_part_time,job_status.vacant,29863
84595,Interior Designer,9069700,"San Bernardino, USA",job_type.remote_part_time,job_status.vacant,72200
24234,Quality Assurance Engineer,605600,"Phoenix, USA",job_type.onsite_part_time,job_status.vacant,51383
29822,Real Estate Agent,5528500,"Phoenix, USA",job_type.remote_full_time,job_status.vacant,61151
96472,Marketing Director,6225200,"Nice, France",job_type.remote_part_time,job_status.vacant,97781
59063,Software Engineer,7505500,"San Bernardino, USA",job_type.remote_part_time,job_status.vacant,45723
59054,HR Assistant,9783100,"Auckland, New Zealand",job_type.remote_part_time,job_status.vacant,48947
40753,Electrician,5414700,"Raleigh, USA",job_type.onsite_full_time,job_status.vacant,40616
91374,Supply Chain Analyst,5906600,"Oxnard, USA",job_type.onsite_part_time,job_status.vacant,99149
44313,HR Director,8772200,"Berlin, Germany",job_type.onsite_part_time,job_status.vacant,21714
84024,Biomedical Engineer,443000,"Cape Town, South Africa",job_type.remote_part_time,job_status.vacant,72421
97287,Speech-Language Pathologist,259600,"Virginia Beach, USA",job_type.remote_part_time,job_status.vacant,71576
42635,IT Specialist,7831800,"Bogotá, Colombia",job_type.onsite_part_time,job_status.vacant,83427
34808,Financial Advisor,5669000,"Marseille, France",job_type.remote_full_time,job_status.vacant,74091
16425,Network Engineer,9301800,"Cape Town, South Africa",job_type.remote_full_time,job_status.vacant,83817
37654,Sales Coordinator,2025000,"Seattle, USA",job_type.onsite_full_time,job_status.vacant,73568
63663,Digital Content Creator,9377000,"Buffalo, USA",job_type.remote_full_time,job_status.vacant,48155
42723,Legal Secretary,8551300,"Garland, USA",job_type.remote_full_time,job_status.vacant,84822
47003,Quality Assurance Engineer,5095400,"Anaheim, USA",job_type.remote_part_time,job_status.vacant,57319
3793,Biomedical Engineer,7267600,"Oakland, USA",job_type.onsite_full_time,job_status.vacant,41536
49424,Public Relations Coordinator,3154400,"Toronto, Canada",job_type.onsite_full_time,job_status.vacant,45102
68416,Market Research Assistant,9054400,"Cincinnati, USA",job_type.onsite_part_time,job_status.vacant,73122
37512,Cybersecurity Analyst,627000,"Honolulu, USA",job_type.remote_full_time,job_status.vacant,78189
73295,Biomedical Engineer,1852000,"North Las Vegas, USA",job_type.remote_part_time,job_status.vacant,23704
63042,Content Writer,2995300,"Omaha, USA",job_type.onsite_full_time,job_status.vacant,87183
70511,Systems Analyst,1646700,"Budapest, Hungary",job_type.onsite_full_time,job_status.vacant,46487
94691,Speech-Language Pathologist,972700,"Glendale, USA",job_type.onsite_full_time,job_status.vacant,15701
59114,Real Estate Agent,8476600,"Austin, USA",job_type.remote_full_time,job_status.vacant,30273
87941,Network Analyst,4623500,"Baton Rouge, USA",job_type.remote_part_time,job_status.vacant,10576
48430,Database Administrator,3881400,"Cairo, Egypt",job_type.onsite_part_time,job_status.vacant,48827
71951,Dental Assistant,4323600,"Tampa, USA",job_type.remote_part_time,job_status.vacant,72200
62444,Market Research Manager,5311700,"Virginia Beach, USA",job_type.remote_full_time,job_status.vacant,82991
25316,Medical Records Clerk,2423800,"Charlotte, USA",job_type.onsite_full_time,job_status.vacant,85993
73346,Medical Technologist,7017800,"Buenos Aires, Argentina",job_type.onsite_full_time,job_status.vacant,69486
13122,Human Resources Manager,5184300,"Lisbon, Portugal",job_type.remote_full_time,job_status.vacant,36878
41743,Financial Clerk,8718600,"Mexico City, Mexico",job_type.remote_part_time,job_status.vacant,73568
56254,SEO Specialist,8355600,"Washington D.C., USA",job_type.onsite_full_time,job_status.vacant,74665
50883,Financial Analyst,6459100,"Wichita, USA",job_type.remote_full_time,job_status.vacant,33314
66004,HR Recruiter,9736300,"Barcelona, Spain",job_type.onsite_part_time,job_status.vacant,19787
24353,Marketing Assistant,474700,"Corpus Christi, USA",job_type.onsite_part_time,job_status.vacant,17641
48756,IT Technician,916400,"Long Beach, USA",job_type.onsite_full_time,job_status.vacant,95439
98521,Market Analyst,3112600,"Moscow, Russia",job_type.remote_part_time,job_status.vacant,53630
26261,UX Designer,7631700,"San Jose, USA",job_type.remote_full_time,job_status.vacant,33223
81927,Medical Assistant,8717600,"Istanbul, Turkey",job_type.onsite_full_time,job_status.vacant,45744
55814,IT Security Specialist,7820800,"Salzburg, Austria",job_type.onsite_part_time,job_status.vacant,18927
96507,Dental Assistant,1360900,"San Jose, USA",job_type.onsite_full_time,job_status.vacant,60146
13705,Data Scientist,3908500,"Shanghai, China",job_type.onsite_part_time,job_status.vacant,36114
85606,Market Research Analyst,806400,"Budapest, Hungary",job_type.remote_full_time,job_status.vacant,20821
39809,Graphic Designer,1295100,"San Jose, USA",job_type.remote_part_time,job_status.vacant,96978
74421,Sales Manager,5418000,"Miami, USA",job_type.onsite_part_time,job_status.vacant,47377
47292,Insurance Underwriter,9353400,"Omaha, USA",job_type.onsite_full_time,job_status.vacant,30442
59338,Purchasing Manager,4062800,"Fort Wayne, USA",job_type.onsite_part_time,job_status.vacant,86480
19152,Financial Planner,897400,"Toledo, USA",job_type.remote_part_time,job_status.vacant,56583
84822,Digital Marketing Manager,537300,"Oslo, Norway",job_type.remote_part_time,job_status.vacant,39786
72364,IT Support Specialist,729800,"Dublin, Ireland",job_type.remote_part_time,job_status.vacant,45723
86997,Social Media Manager,954800,"Lisbon, Portugal",job_type.remote_full_time,job_status.vacant,92029
48612,Public Relations Specialist,6273900,"Saint Petersburg, Russia",job_type.remote_part_time,job_status.vacant,13729
29982,Human Resources Manager,6457200,"Seoul, South Korea",job_type.onsite_part_time,job_status.vacant,3291
20079,Data Analyst,7683200,"Irvine, USA",job_type.remote_part_time,job_status.vacant,30273
69465,Event Coordinator,4599000,"Virginia Beach, USA",job_type.onsite_part_time,job_status.vacant,27611
46828,Logistics Coordinator,5382400,"Stockton, USA",job_type.onsite_full_time,job_status.vacant,59703
67349,Business Systems Analyst,2452500,"Oklahoma City, USA",job_type.onsite_part_time,job_status.vacant,32233
53695,Data Analyst,6409100,"Amsterdam, Netherlands",job_type.remote_part_time,job_status.vacant,92591
82814,Digital Marketing Specialist,2978700,"Brasília, Brazil",job_type.remote_full_time,job_status.vacant,10576
95970,Insurance Underwriter,1575300,"Mesa, USA",job_type.onsite_full_time,job_status.vacant,42699
6816,User Experience Researcher,3263400,"Tacoma, USA",job_type.remote_full_time,job_status.vacant,41536
58951,Product Owner,8963800,"Orlando, USA",job_type.remote_part_time,job_status.vacant,53452
37212,Investment Banker,9331300,"Prague, Czech Republic",job_type.onsite_part_time,job_status.vacant,97781
61309,Operations Analyst,4426800,"Raleigh, USA",job_type.onsite_part_time,job_status.vacant,86964
79834,Market Research Assistant,7809200,"Hyderabad, India",job_type.remote_part_time,job_status.vacant,14519
46428,Dental Assistant,2679500,"Omaha, USA",job_type.onsite_full_time,job_status.vacant,13083
9031,Financial Analyst,503400,"Lubbock, USA",job_type.onsite_part_time,job_status.vacant,48827
89757,Corporate Trainer,2923300,"Memphis, USA",job_type.remote_part_time,job_status.vacant,96422
64757,Legal Secretary,6004300,"Santa Ana, USA",job_type.remote_part_time,job_status.vacant,76953
8669,Business Consultant,3227200,"London, England",job_type.remote_full_time,job_status.vacant,61310
6525,Supply Chain Manager,9623700,"Krakow, Poland",job_type.remote_full_time,job_status.vacant,45723
58660,Cybersecurity Analyst,6419400,"Memphis, USA",job_type.remote_full_time,job_status.vacant,33223
91314,Software Tester,6675600,"Savannah, USA",job_type.onsite_part_time,job_status.vacant,6544
68658,Logistics Manager,7528400,"Hialeah, USA",job_type.onsite_full_time,job_status.vacant,83427
54466,Market Research Analyst,7524300,"Tacoma, USA",job_type.remote_part_time,job_status.vacant,3515
10042,Social Media Specialist,9165700,"Paris, France",job_type.remote_full_time,job_status.vacant,59703
96149,Environmental Scientist,8334400,"Houston, USA",job_type.remote_part_time,job_status.vacant,17641
18276,Production Supervisor,4184500,"Durham, USA",job_type.remote_part_time,job_status.vacant,45723
82847,Environmental Engineer,9672000,"New York City, USA",job_type.remote_part_time,job_status.vacant,75068
47212,Software Engineer,7741900,"North Las Vegas, USA",job_type.onsite_full_time,job_status.vacant,3291
47881,Human Resources Manager,7885800,"Lima, Peru",job_type.onsite_full_time,job_status.vacant,55811
9621,Mechanical Technician,361700,"Oxnard, USA",job_type.onsite_full_time,job_status.vacant,38562
57173,Marketing Specialist,4962900,"Virginia Beach, USA",job_type.onsite_part_time,job_status.vacant,3291
72929,Business Consultant,7556700,"Lexington, USA",job_type.remote_full_time,job_status.vacant,92591
60670,Accountant,5906100,"Beirut, Lebanon",job_type.onsite_full_time,job_status.vacant,24846
15096,Compliance Officer,8184100,"Savannah, USA",job_type.remote_full_time,job_status.vacant,61786
52905,Public Relations Manager,1469000,"Rio de Janeiro, Brazil",job_type.remote_full_time,job_status.vacant,60146
79870,HR Assistant,2197400,"Arlington, USA",job_type.remote_part_time,job_status.vacant,11153
34016,Public Relations Coordinator,7386900,"Santiago, Chile",job_type.onsite_full_time,job_status.vacant,69668
82639,Business Systems Analyst,8417400,"Huntington Beach, USA",job_type.remote_full_time,job_status.vacant,68386
11766,Financial Advisor,6441800,"Ho Chi Minh City, Vietnam",job_type.remote_part_time,job_status.vacant,24485
21036,Healthcare Consultant,3382700,"Nairobi, Kenya",job_type.onsite_part_time,job_status.vacant,11153
72410,Environmental Scientist,6808700,"Santiago, Chile",job_type.onsite_full_time,job_status.vacant,5807
42819,Physician Assistant,230100,"Cairo, Egypt",job_type.remote_part_time,job_status.vacant,75639
95408,Real Estate Agent,6225500,"Spokane, USA",job_type.onsite_full_time,job_status.vacant,47377
26544,Nurse Manager,9590600,"London, England",job_type.onsite_part_time,job_status.vacant,53630
5943,Nurse Practitioner,219800,"Albuquerque, USA",job_type.onsite_full_time,job_status.vacant,68372
62943,Financial Clerk,5508000,"Stockholm, Sweden",job_type.remote_part_time,job_status.vacant,18347
36851,Logistics Manager,867500,"Stockton, USA",job_type.remote_full_time,job_status.vacant,10552
76900,Registered Nurse,4459300,"Buenos Aires, Argentina",job_type.remote_part_time,job_status.vacant,5857
13968,Occupational Therapist,9208500,"Oslo, Norway",job_type.onsite_full_time,job_status.vacant,72421
21947,Executive Assistant,8875100,"Venice, Italy",job_type.onsite_full_time,job_status.vacant,21466
14765,Project Manager,8090100,"Gilbert, USA",job_type.onsite_full_time,job_status.vacant,11922
75444,Cybersecurity Analyst,695000,"St. Louis, USA",job_type.remote_part_time,job_status.vacant,13005
